Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
22,5.649000,4096.000000,1569367.643400,271954.000000,1569367.643400,271954.000000,1569367.643400,271954.000000,1569367.643400,271954.000000,1569367.643400,271954.000000,1569367.643400,271954.000000
22,4.073000,262144.000000,265826.876595,170249.000000,265826.876595,170249.000000,265826.876595,170249.000000,265826.876595,170249.000000,265826.876595,170249.000000,265826.876595,170249.000000
22,7.918000,512.000000,2603305.713375,272255.000000,2603305.713375,272255.000000,2603305.713375,272255.000000,2603305.713375,272255.000000,2603305.713375,272255.000000,2603305.713375,272255.000000
22,30.000000,18.000000,5063594.207601,113557.000000,5145549.714321,89716.000000,5145549.714321,89716.000000,5145549.714321,89716.000000,5450451.611784,265082.000000,5063594.207601,113557.000000
22,30.000000,12.000000,4981014.109131,85630.000000,4987044.033102,85630.000000,4987044.033102,85630.000000,4987044.033102,85630.000000,4981014.109131,85630.000000,4981014.109131,85630.000000
22,4.639000,32768.000000,754170.122496,255130.000000,754170.122496,255130.000000,754170.122496,255130.000000,754170.122496,255130.000000,754170.122496,255130.000000,754170.122496,255130.000000
22,30.000000,15.000000,5033431.490234,88995.000000,5072122.064851,88995.000000,5072122.064851,88995.000000,5072122.064851,88995.000000,5550176.664348,258849.000000,5033431.490234,88995.000000
22,30.000000,6.000000,4944192.996854,85154.000000,4944192.996854,85154.000000,4944192.996854,85154.000000,4944192.996854,85154.000000,4944192.996854,85154.000000,4944192.996854,85154.000000
22,16.772000,64.000000,5066677.986288,89112.000000,5076963.210296,89112.000000,5076963.210296,89112.000000,5076963.210296,89112.000000,5033112.258479,117543.000000,5066677.986288,89112.000000
22,30.000000,9.000000,4851435.145187,84301.000000,4851435.145187,84301.000000,4851435.145187,84301.000000,4851435.145187,84301.000000,4851435.145187,84301.000000,4851435.145187,84301.000000
