Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
26,5.649000,4096.000000,657867.915273,221783.000000,657867.915273,221783.000000,657867.915273,221783.000000,657867.915273,221783.000000,657867.915273,221783.000000,657867.915273,221783.000000
26,4.073000,262144.000000,400274.572517,231136.000000,400274.572517,231136.000000,400274.572517,231136.000000,400274.572517,231136.000000,400274.572517,231136.000000,400274.572517,231136.000000
26,4.639000,32768.000000,234739.832747,118715.000000,234739.832747,118715.000000,234739.832747,118715.000000,234739.832747,118715.000000,234739.832747,118715.000000,234739.832747,118715.000000
26,30.000000,15.000000,2918341.459078,57091.000000,2947142.453125,48900.000000,2947142.453125,48900.000000,2947142.453125,48900.000000,2947142.453125,48900.000000,2918341.459078,57091.000000
26,7.918000,512.000000,1983447.254867,237686.000000,1983447.254867,237686.000000,1983447.254867,237686.000000,1983447.254867,237686.000000,1983447.254867,237686.000000,1983447.254867,237686.000000
26,30.000000,12.000000,2348316.463934,39362.000000,2348316.463934,39362.000000,2348316.463934,39362.000000,2348316.463934,39362.000000,2348316.463934,39362.000000,2348316.463934,39362.000000
26,30.000000,18.000000,2675337.769459,108829.000000,2731951.509498,45649.000000,2731951.509498,45649.000000,2731951.509498,45649.000000,2693336.929261,56598.000000,2675337.769459,108829.000000
26,30.000000,9.000000,2899822.532554,49339.000000,2899822.532554,49339.000000,2899822.532554,49339.000000,2899822.532554,49339.000000,2899822.532554,49339.000000,2899822.532554,49339.000000
26,30.000000,6.000000,2350103.672678,40742.000000,2350103.672678,40742.000000,2350103.672678,40742.000000,2350103.672678,40742.000000,2350103.672678,40742.000000,2350103.672678,40742.000000
26,16.772000,64.000000,2637526.483924,45156.000000,2637526.483924,45156.000000,2637526.483924,45156.000000,2637526.483924,45156.000000,2637526.483924,45156.000000,2637526.483924,45156.000000
