Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
28,5.649000,4096.000000,283181.789524,181719.000000,283181.789524,181719.000000,283181.789524,181719.000000,283181.789524,181719.000000,283181.789524,181719.000000,283181.789524,181719.000000
28,4.639000,32768.000000,191708.900232,64261.000000,191708.900232,64261.000000,191708.900232,64261.000000,191708.900232,64261.000000,191708.900232,64261.000000,191708.900232,64261.000000
28,30.000000,9.000000,1306989.758648,23317.000000,1306989.758648,23317.000000,1306989.758648,23317.000000,1306989.758648,23317.000000,1306989.758648,23317.000000,1306989.758648,23317.000000
28,4.073000,262144.000000,378138.593243,98942.000000,378138.593243,98942.000000,378138.593243,98942.000000,378138.593243,98942.000000,378138.593243,98942.000000,378138.593243,98942.000000
28,7.918000,512.000000,975302.224891,232174.000000,835734.384839,144870.000000,835734.384839,144870.000000,827305.699855,162790.000000,855620.317317,176455.000000,975302.224891,232174.000000
28,30.000000,6.000000,1559850.199258,28357.000000,1559850.199258,28357.000000,1559850.199258,28357.000000,1559850.199258,28357.000000,1559850.199258,28357.000000,1559850.199258,28357.000000
28,30.000000,12.000000,1368563.268603,27013.000000,1368563.268603,27013.000000,1368563.268603,27013.000000,1368563.268603,27013.000000,1368563.268603,27013.000000,1368563.268603,27013.000000
28,30.000000,18.000000,1386445.287859,69731.000000,1442929.410415,25895.000000,1442929.410415,25895.000000,1442929.410415,25895.000000,1442929.410415,25895.000000,1442929.410415,25895.000000
28,16.772000,64.000000,1401074.456453,25013.000000,1401074.456453,25013.000000,1401074.456453,25013.000000,1401074.456453,25013.000000,1401074.456453,25013.000000,1401074.456453,25013.000000
28,30.000000,15.000000,1267994.309242,25716.000000,1267994.309242,25716.000000,1267994.309242,25716.000000,1267994.309242,25716.000000,1267994.309242,25716.000000,1267994.309242,25716.000000
