Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
20,4.073000,262144.000000,570489.943123,213224.000000,570489.943123,213224.000000,570489.943123,213224.000000,570489.943123,213224.000000,570489.943123,213224.000000,570489.943123,213224.000000
20,5.649000,4096.000000,1546292.351802,257737.000000,1546292.351802,257737.000000,1546292.351802,257737.000000,1546292.351802,257737.000000,1546292.351802,257737.000000,1546292.351802,257737.000000
20,7.918000,512.000000,3122422.968006,282491.000000,3122422.968006,282491.000000,3122422.968006,282491.000000,3122422.968006,282491.000000,3122422.968006,282491.000000,3122422.968006,282491.000000
20,4.639000,32768.000000,1142515.203830,252275.000000,1142515.203830,252275.000000,1142515.203830,252275.000000,1142515.203830,252275.000000,1142515.203830,252275.000000,1142515.203830,252275.000000
20,30.000000,12.000000,6054542.992488,105501.000000,6066397.144252,105501.000000,6066397.144252,105501.000000,5860634.761747,105501.000000,6054542.992488,105501.000000,6054542.992488,105501.000000
20,16.772000,64.000000,6016423.146463,104893.000000,6032905.796225,104893.000000,6032905.796225,104893.000000,5808185.225449,170269.000000,6342934.598872,251690.000000,6016423.146463,104893.000000
20,30.000000,9.000000,6284384.316986,106441.000000,6284384.316986,106441.000000,6284384.316986,106441.000000,6284384.316986,106441.000000,6284384.316986,106441.000000,6284384.316986,106441.000000
20,30.000000,15.000000,5997026.820684,105845.000000,6068514.560950,105845.000000,6068514.560950,105845.000000,6221323.527998,247281.000000,6483597.069596,267801.000000,5997026.820684,105845.000000
20,30.000000,6.000000,6064911.630273,104776.000000,6064911.630273,104776.000000,6064911.630273,104776.000000,6064911.630273,104776.000000,6064911.630273,104776.000000,6064911.630273,104776.000000
20,30.000000,18.000000,6098429.950779,142369.000000,6280497.018161,109118.000000,6280497.018161,109118.000000,6413155.444181,278526.000000,6413155.444181,278526.000000,6413155.444181,278526.000000
