arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
34.00,30.00,12.00,100.00,0.00,397
38.00,30.00,18.00,100.00,0.00,397
36.00,30.00,12.00,100.00,0.00,397
40.00,30.00,18.00,100.00,0.00,397
34.00,30.00,6.00,100.00,0.00,397
32.00,30.00,12.00,100.00,0.00,397
32.00,16.77,64.00,100.00,0.00,397
38.00,16.77,64.00,100.00,0.00,397
40.00,30.00,12.00,100.00,0.00,397
30.00,30.00,9.00,100.00,0.00,397
40.00,30.00,6.00,100.00,0.00,397
40.00,30.00,15.00,100.00,0.00,397
32.00,30.00,15.00,100.00,0.00,397
36.00,30.00,9.00,100.00,0.00,397
36.00,30.00,15.00,100.00,0.00,397
34.00,16.77,64.00,100.00,0.00,397
38.00,30.00,15.00,100.00,0.00,397
34.00,30.00,15.00,100.00,0.00,397
32.00,30.00,6.00,100.00,0.00,397
34.00,30.00,18.00,100.00,0.00,397
38.00,30.00,12.00,100.00,0.00,397
34.00,30.00,9.00,100.00,0.00,397
38.00,30.00,9.00,100.00,0.00,397
36.00,30.00,18.00,100.00,0.00,397
36.00,30.00,6.00,100.00,0.00,397
32.00,30.00,9.00,100.00,0.00,397
32.00,30.00,18.00,100.00,0.00,397
40.00,30.00,9.00,100.00,0.00,397
30.00,30.00,12.00,100.00,0.00,397
40.00,16.77,64.00,100.00,0.00,397
38.00,30.00,6.00,100.00,0.00,397
36.00,16.77,64.00,100.00,0.00,397
30.00,30.00,6.00,100.00,0.00,397
30.00,30.00,15.00,100.00,0.00,397
30.00,16.77,64.00,100.00,0.00,397
30.00,30.00,18.00,100.00,0.00,397
28.00,30.00,9.00,100.00,0.00,397
26.00,16.77,64.00,100.00,0.00,396
28.00,30.00,12.00,100.00,0.00,397
28.00,30.00,6.00,100.00,0.00,397
26.00,30.00,9.00,100.00,0.00,396
26.00,30.00,12.00,100.00,0.00,397
24.00,30.00,9.00,100.00,0.00,396
