arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
40.00,30.00,18.00,100.00,0.00,397
36.00,30.00,12.00,100.00,0.00,397
38.00,30.00,15.00,100.00,0.00,397
36.00,16.77,64.00,100.00,0.00,397
40.00,30.00,15.00,100.00,0.00,397
34.00,30.00,9.00,100.00,0.00,397
40.00,30.00,9.00,100.00,0.00,397
34.00,30.00,18.00,100.00,0.00,397
38.00,16.77,64.00,100.00,0.00,397
32.00,16.77,64.00,100.00,0.00,397
36.00,30.00,9.00,100.00,0.00,397
36.00,30.00,18.00,100.00,0.00,397
36.00,30.00,15.00,100.00,0.00,397
34.00,16.77,64.00,100.00,0.00,397
38.00,30.00,18.00,100.00,0.00,397
34.00,30.00,12.00,100.00,0.00,397
32.00,30.00,6.00,100.00,0.00,397
40.00,30.00,6.00,100.00,0.00,397
32.00,30.00,9.00,100.00,0.00,397
32.00,30.00,12.00,100.00,0.00,397
40.00,16.77,64.00,100.00,0.00,397
32.00,30.00,18.00,100.00,0.00,397
40.00,30.00,12.00,100.00,0.00,397
38.00,30.00,9.00,100.00,0.00,397
34.00,30.00,15.00,100.00,0.00,397
38.00,30.00,12.00,100.00,0.00,397
32.00,30.00,15.00,100.00,0.00,397
34.00,30.00,6.00,100.00,0.00,397
38.00,30.00,6.00,100.00,0.00,397
36.00,30.00,6.00,100.00,0.00,397
30.00,30.00,9.00,100.00,0.00,397
30.00,30.00,6.00,100.00,0.00,397
30.00,16.77,64.00,100.00,0.00,397
30.00,30.00,12.00,100.00,0.00,397
28.00,30.00,12.00,100.00,0.00,397
40.00,4.07,262144.00,1.26,98.74,397
30.00,30.00,15.00,100.00,0.00,396
28.00,30.00,9.00,100.00,0.00,397
28.00,30.00,18.00,100.00,0.00,397
30.00,30.00,18.00,100.00,0.00,397
26.00,30.00,12.00,100.00,0.00,396
26.00,4.64,32768.00,1.01,98.99,397
26.00,30.00,18.00,100.00,0.00,396
38.00,5.65,4096.00,1.01,98.99,395
28.00,30.00,15.00,100.00,0.00,397
28.00,16.77,64.00,100.00,0.00,397
28.00,30.00,6.00,100.00,0.00,397
34.00,5.65,4096.00,1.01,98.99,396
36.00,5.65,4096.00,2.27,97.73,397
36.00,4.64,32768.00,1.01,98.99,397
36.00,7.92,512.00,3.53,96.47,397
22.00,30.00,9.00,100.00,0.00,396
24.00,30.00,9.00,100.00,0.00,395
20.00,30.00,18.00,100.00,0.00,395
20.00,4.64,32768.00,2.28,97.72,395
26.00,30.00,15.00,100.00,0.00,397
24.00,16.77,64.00,100.00,0.00,396
26.00,7.92,512.00,9.57,90.43,397
22.00,7.92,512.00,4.03,95.97,397
20.00,30.00,9.00,100.00,0.00,395
30.00,4.64,32768.00,0.51,99.49,393
32.00,4.64,32768.00,0.25,99.75,397
22.00,30.00,12.00,100.00,0.00,396
32.00,7.92,512.00,7.05,92.95,397
26.00,30.00,6.00,100.00,0.00,396
30.00,7.92,512.00,6.80,93.20,397
34.00,7.92,512.00,6.05,93.95,397
26.00,5.65,4096.00,0.76,99.24,395
28.00,5.65,4096.00,0.25,99.75,393
26.00,4.07,262144.00,1.26,98.74,397
22.00,5.65,4096.00,1.26,98.74,397
22.00,4.07,262144.00,0.25,99.75,397
40.00,7.92,512.00,7.56,92.44,397
24.00,30.00,18.00,100.00,0.00,397
22.00,30.00,6.00,100.00,0.00,396
24.00,30.00,6.00,100.00,0.00,396
40.00,5.65,4096.00,0.76,99.24,397
20.00,7.92,512.00,6.58,93.42,395
24.00,7.92,512.00,6.05,93.95,397
38.00,7.92,512.00,8.56,91.44,397
22.00,30.00,18.00,100.00,0.00,396
32.00,4.07,262144.00,0.50,99.50,397
22.00,30.00,15.00,100.00,0.00,396
28.00,4.07,262144.00,0.50,99.50,397
20.00,4.07,262144.00,0.51,99.49,396
38.00,4.64,32768.00,1.76,98.24,397
20.00,5.65,4096.00,1.26,98.74,397
22.00,4.64,32768.00,0.25,99.75,397
38.00,4.07,262144.00,1.26,98.74,397
26.00,16.77,64.00,100.00,0.00,397
22.00,16.77,64.00,100.00,0.00,397
30.00,4.07,262144.00,1.52,98.48,396
32.00,5.65,4096.00,1.76,98.24,397
34.00,4.64,32768.00,0.76,99.24,395
24.00,30.00,15.00,100.00,0.00,397
28.00,7.92,512.00,7.58,92.42,396
36.00,4.07,262144.00,0.76,99.24,397
24.00,4.07,262144.00,0.76,99.24,396
20.00,30.00,15.00,100.00,0.00,395
40.00,4.64,32768.00,0.50,99.50,397
26.00,30.00,9.00,100.00,0.00,396
30.00,5.65,4096.00,0.50,99.50,397
20.00,30.00,6.00,100.00,0.00,396
28.00,4.64,32768.00,0.76,99.24,397
24.00,30.00,12.00,100.00,0.00,396
24.00,5.65,4096.00,2.27,97.73,396
24.00,4.64,32768.00,1.26,98.74,396
34.00,4.07,262144.00,1.01,98.99,397
20.00,16.77,64.00,100.00,0.00,396
20.00,30.00,12.00,100.00,0.00,395
40.00,30.00,18.00,100.00,0.00,397
34.00,30.00,12.00,100.00,0.00,397
36.00,16.77,64.00,100.00,0.00,397
36.00,30.00,12.00,100.00,0.00,397
40.00,30.00,15.00,100.00,0.00,397
38.00,30.00,6.00,100.00,0.00,397
40.00,16.77,64.00,100.00,0.00,397
40.00,30.00,9.00,100.00,0.00,397
40.00,30.00,6.00,100.00,0.00,397
34.00,30.00,18.00,100.00,0.00,397
36.00,30.00,6.00,100.00,0.00,397
40.00,30.00,12.00,100.00,0.00,397
32.00,30.00,18.00,100.00,0.00,397
32.00,30.00,12.00,100.00,0.00,397
38.00,30.00,9.00,100.00,0.00,397
38.00,30.00,15.00,100.00,0.00,397
38.00,30.00,12.00,100.00,0.00,397
38.00,16.77,64.00,100.00,0.00,397
36.00,30.00,9.00,100.00,0.00,397
32.00,16.77,64.00,100.00,0.00,397
34.00,16.77,64.00,100.00,0.00,397
38.00,30.00,18.00,100.00,0.00,397
32.00,30.00,15.00,100.00,0.00,397
34.00,30.00,9.00,100.00,0.00,397
32.00,30.00,9.00,100.00,0.00,397
36.00,30.00,18.00,100.00,0.00,397
30.00,16.77,64.00,100.00,0.00,397
34.00,30.00,6.00,100.00,0.00,397
32.00,30.00,6.00,100.00,0.00,397
34.00,30.00,15.00,100.00,0.00,397
36.00,30.00,15.00,100.00,0.00,397
30.00,30.00,9.00,100.00,0.00,397
30.00,30.00,12.00,100.00,0.00,397
30.00,30.00,6.00,100.00,0.00,397
30.00,30.00,15.00,100.00,0.00,397
28.00,16.77,64.00,100.00,0.00,397
28.00,30.00,9.00,100.00,0.00,397
24.00,5.65,4096.00,1.77,98.23,396
28.00,30.00,15.00,100.00,0.00,397
30.00,30.00,18.00,100.00,0.00,397
24.00,30.00,6.00,100.00,0.00,396
28.00,30.00,6.00,100.00,0.00,397
34.00,4.07,262144.00,0.25,99.75,397
26.00,30.00,12.00,100.00,0.00,397
34.00,5.65,4096.00,1.53,98.47,391
30.00,4.07,262144.00,0.25,99.75,395
28.00,30.00,18.00,100.00,0.00,397
26.00,7.92,512.00,4.55,95.45,396
32.00,5.65,4096.00,1.26,98.74,397
26.00,30.00,15.00,100.00,0.00,396
32.00,7.92,512.00,4.03,95.97,397
24.00,30.00,12.00,100.00,0.00,396
30.00,4.64,32768.00,1.76,98.24,397
36.00,4.07,262144.00,2.02,97.98,397
34.00,7.92,512.00,4.53,95.47,397
28.00,4.64,32768.00,1.26,98.74,397
28.00,7.92,512.00,11.59,88.41,397
20.00,4.64,32768.00,0.25,99.75,397
20.00,30.00,6.00,100.00,0.00,394
32.00,4.07,262144.00,2.77,97.23,397
28.00,30.00,12.00,100.00,0.00,397
20.00,7.92,512.00,5.54,94.46,397
24.00,4.07,262144.00,1.60,98.40,375
38.00,4.07,262144.00,3.02,96.98,397
28.00,5.65,4096.00,4.28,95.72,397
22.00,5.65,4096.00,3.03,96.97,396
26.00,16.77,64.00,100.00,0.00,395
24.00,30.00,18.00,100.00,0.00,397
24.00,16.77,64.00,100.00,0.00,396
40.00,7.92,512.00,3.53,96.47,397
40.00,4.07,262144.00,1.76,98.24,397
22.00,30.00,9.00,100.00,0.00,396
28.00,4.07,262144.00,0.80,99.20,374
22.00,7.92,512.00,5.82,94.18,395
22.00,4.07,262144.00,0.76,99.24,393
30.00,7.92,512.00,8.31,91.69,397
22.00,16.77,64.00,100.00,0.00,396
34.00,4.64,32768.00,0.50,99.50,397
26.00,30.00,9.00,100.00,0.00,396
36.00,4.64,32768.00,0.50,99.50,397
26.00,5.65,4096.00,1.51,98.49,397
36.00,7.92,512.00,8.31,91.69,397
26.00,4.64,32768.00,1.01,98.99,397
24.00,7.92,512.00,6.33,93.67,395
38.00,4.64,32768.00,1.51,98.49,397
40.00,5.65,4096.00,1.76,98.24,397
32.00,4.64,32768.00,1.02,98.98,394
22.00,4.64,32768.00,1.76,98.24,397
40.00,4.64,32768.00,1.51,98.49,397
20.00,4.07,262144.00,3.29,96.71,395
38.00,7.92,512.00,5.79,94.21,397
36.00,5.65,4096.00,1.01,98.99,397
38.00,5.65,4096.00,2.27,97.73,397
24.00,4.64,32768.00,2.27,97.73,397
26.00,30.00,6.00,100.00,0.00,396
26.00,4.07,262144.00,1.51,98.49,397
20.00,30.00,12.00,100.00,0.00,396
30.00,5.65,4096.00,1.51,98.49,397
24.00,30.00,9.00,100.00,0.00,396
20.00,30.00,9.00,100.00,0.00,395
22.00,30.00,15.00,100.00,0.00,396
22.00,30.00,6.00,100.00,0.00,396
22.00,30.00,18.00,100.00,0.00,396
22.00,30.00,12.00,100.00,0.00,397
24.00,30.00,15.00,100.00,0.00,395
26.00,30.00,18.00,100.00,0.00,396
20.00,16.77,64.00,100.00,0.00,395
20.00,5.65,4096.00,1.76,98.24,397
20.00,30.00,15.00,100.00,0.00,395
20.00,30.00,18.00,100.00,0.00,394
