arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
40.00,9.80,32768,0.00,100.00,100
38.00,12.40,4096,0.00,100.00,100
36.00,8.50,262144,0.00,100.00,100
36.00,9.80,32768,0.00,100.00,100
38.00,9.80,32768,0.00,100.00,100
40.00,8.50,262144,0.00,100.00,100
34.00,12.40,4096,0.00,100.00,100
30.00,8.50,262144,0.00,100.00,100
34.00,9.80,32768,0.00,100.00,100
30.00,9.80,32768,0.00,100.00,100
34.00,8.50,262144,0.00,100.00,100
28.00,8.50,262144,0.00,100.00,100
40.00,12.40,4096,0.00,100.00,100
36.00,12.40,4096,0.00,100.00,100
32.00,9.80,32768,0.00,100.00,100
26.00,8.50,262144,0.00,100.00,100
30.00,12.40,4096,0.00,100.00,100
32.00,8.50,262144,0.00,100.00,100
36.00,18.90,512,0.00,100.00,100
28.00,12.40,4096,0.00,100.00,100
26.00,9.80,32768,0.00,100.00,100
20.00,8.50,262144,0.00,100.00,100
28.00,9.80,32768,0.00,100.00,100
40.00,60.00,24,85.00,15.00,100
38.00,8.50,262144,0.00,100.00,100
24.00,8.50,262144,0.00,100.00,100
22.00,12.40,4096,0.00,100.00,100
22.00,8.50,262144,0.00,100.00,100
40.00,60.00,18,99.00,1.00,100
40.00,18.90,512,0.00,100.00,100
30.00,18.90,512,0.00,100.00,100
38.00,18.90,512,0.00,100.00,100
32.00,12.40,4096,0.00,100.00,100
24.00,9.80,32768,0.00,100.00,100
22.00,9.80,32768,0.00,100.00,100
34.00,18.90,512,0.00,100.00,100
34.00,60.00,12,99.00,1.00,100
26.00,12.40,4096,0.00,100.00,100
24.00,12.40,4096,0.00,100.00,100
34.00,60.00,18,99.00,1.00,100
40.00,56.30,64,99.00,1.00,100
24.00,18.90,512,0.00,100.00,100
22.00,18.90,512,0.00,100.00,100
20.00,9.80,32768,0.00,100.00,100
32.00,18.90,512,0.00,100.00,100
36.00,56.30,64,99.00,1.00,100
24.00,60.00,18,35.00,65.00,100
32.00,60.00,12,99.00,1.00,100
26.00,60.00,24,9.00,91.00,100
20.00,18.90,512,0.00,100.00,100
38.00,60.00,24,76.00,24.00,100
30.00,60.00,12,99.00,1.00,100
34.00,56.30,64,99.00,1.00,100
28.00,18.90,512,0.00,100.00,100
20.00,12.40,4096,0.00,100.00,100
36.00,60.00,24,79.00,21.00,100
40.00,60.00,12,99.00,1.00,100
36.00,60.00,18,99.00,1.00,100
32.00,56.30,64,99.00,1.00,100
38.00,60.00,18,99.00,1.00,100
24.00,56.30,64,99.00,1.00,100
26.00,18.90,512,0.00,100.00,100
38.00,60.00,12,99.00,1.00,100
28.00,60.00,12,99.00,1.00,100
34.00,60.00,24,70.00,30.00,100
38.00,56.30,64,99.00,1.00,100
24.00,60.00,24,0.00,100.00,100
28.00,56.30,64,99.00,1.00,100
32.00,60.00,24,61.00,39.00,100
36.00,60.00,12,99.00,1.00,100
32.00,60.00,18,96.00,4.00,100
30.00,60.00,24,42.00,58.00,100
20.00,60.00,12,99.00,1.00,100
26.00,60.00,18,71.00,29.00,100
28.00,60.00,18,82.00,18.00,100
22.00,56.30,64,99.00,1.00,100
30.00,60.00,18,82.00,18.00,100
24.00,60.00,12,99.00,1.00,100
22.00,60.00,12,99.00,1.00,100
28.00,60.00,24,11.00,89.00,100
20.00,60.00,18,1.00,99.00,100
26.00,56.30,64,99.00,1.00,100
22.00,60.00,24,0.00,100.00,100
20.00,56.30,64,99.00,1.00,100
20.00,60.00,24,0.00,100.00,100
26.00,60.00,12,99.00,1.00,100
30.00,56.30,64,99.00,1.00,100
22.00,60.00,18,7.00,93.00,100
