Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
30,30.000000,6.000000,374240.501423,20420.000000,374240.501423,20420.000000,374240.501423,20420.000000,374240.501423,20420.000000,374240.501423,20420.000000,374240.501423,20420.000000
30,4.073000,262144.000000,189195.879997,62506.000000,189195.879997,62506.000000,189195.879997,62506.000000,189195.879997,62506.000000,189195.879997,62506.000000,189195.879997,62506.000000
30,30.000000,9.000000,237078.787556,22706.000000,237078.787556,22706.000000,237078.787556,22706.000000,237078.787556,22706.000000,237078.787556,22706.000000,237078.787556,22706.000000
30,5.649000,4096.000000,248719.979955,92590.000000,248719.979955,92590.000000,248719.979955,92590.000000,248719.979955,92590.000000,248719.979955,92590.000000,248719.979955,92590.000000
30,7.918000,512.000000,614184.166624,114000.000000,654622.288133,268535.000000,654622.288133,268535.000000,654622.288133,268535.000000,507494.076000,140381.000000,579182.619020,114000.000000
30,30.000000,15.000000,476490.494235,27204.000000,476490.494235,27204.000000,476490.494235,27204.000000,476490.494235,27204.000000,476490.494235,27204.000000,476490.494235,27204.000000
30,30.000000,18.000000,284159.168816,24355.000000,284159.168816,24355.000000,284159.168816,24355.000000,284159.168816,24355.000000,284159.168816,24355.000000,284159.168816,24355.000000
30,4.639000,32768.000000,516776.349858,288281.000000,516776.349858,288281.000000,516776.349858,288281.000000,516776.349858,288281.000000,516776.349858,288281.000000,516776.349858,288281.000000
30,30.000000,12.000000,370006.475684,9904.000000,370006.475684,9904.000000,370006.475684,9904.000000,370006.475684,9904.000000,370006.475684,9904.000000,370006.475684,9904.000000
30,16.772000,64.000000,188842.584858,6909.000000,188842.584858,6909.000000,188842.584858,6909.000000,188842.584858,6909.000000,188842.584858,6909.000000,188842.584858,6909.000000
