Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
24,4.639000,32768.000000,368317.685576,195391.000000,368317.685576,195391.000000,368317.685576,195391.000000,368317.685576,195391.000000,368317.685576,195391.000000,368317.685576,195391.000000
24,7.918000,512.000000,2387283.551849,296993.000000,2387283.551849,296993.000000,2387283.551849,296993.000000,2387283.551849,296993.000000,2387283.551849,296993.000000,2387283.551849,296993.000000
24,30.000000,9.000000,3800623.881251,65931.000000,3800623.881251,65931.000000,3800623.881251,65931.000000,3800623.881251,65931.000000,3800623.881251,65931.000000,3800623.881251,65931.000000
24,30.000000,12.000000,3713778.662517,65388.000000,3713778.662517,65388.000000,3713778.662517,65388.000000,3713778.662517,65388.000000,3713778.662517,65388.000000,3713778.662517,65388.000000
24,5.649000,4096.000000,1286529.128560,258125.000000,1286529.128560,258125.000000,1286529.128560,258125.000000,1286529.128560,258125.000000,1286529.128560,258125.000000,1286529.128560,258125.000000
24,30.000000,18.000000,4112252.597000,73072.000000,4112252.597000,73072.000000,4112252.597000,73072.000000,4112252.597000,73072.000000,4112252.597000,73072.000000,4112252.597000,73072.000000
24,30.000000,15.000000,3616401.785692,63263.000000,3616401.785692,63263.000000,3616401.785692,63263.000000,3616401.785692,63263.000000,3616401.785692,63263.000000,3616401.785692,63263.000000
24,4.073000,262144.000000,506494.867913,334108.000000,506494.867913,334108.000000,506494.867913,334108.000000,506494.867913,334108.000000,506494.867913,334108.000000,506494.867913,334108.000000
24,30.000000,6.000000,3771569.445786,64788.000000,3771569.445786,64788.000000,3771569.445786,64788.000000,3771569.445786,64788.000000,3771569.445786,64788.000000,3771569.445786,64788.000000
24,16.772000,64.000000,3828037.987509,66356.000000,3828037.987509,66356.000000,3828037.987509,66356.000000,3828037.987509,66356.000000,3828037.987509,66356.000000,3828037.987509,66356.000000
