Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
40,4.073000,262144.000000,22679.670941,11802.000000
40,4.639000,32768.000000,45350.347220,25702.000000
40,5.649000,4096.000000,35484.502336,14855.000000
40,7.918000,512.000000,25948.843577,9643.000000
40,16.772000,64.000000,16644.134042,3292.000000
40,30.000000,6.000000,11394.644312,1477.000000
40,30.000000,9.000000,12884.091703,2596.000000
40,30.000000,12.000000,13547.302684,2558.000000
40,30.000000,15.000000,13019.767701,2451.000000
40,30.000000,18.000000,15170.475273,4404.000000
