Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,BAL_L2_norm_flow_time,BAL_maximum_flow_time
38,4.073000,262144.000000,38398.381411,19683.000000
38,4.639000,32768.000000,30700.735659,18491.000000
38,5.649000,4096.000000,77701.217462,42186.000000
38,7.918000,512.000000,24322.041382,5891.000000
38,16.772000,64.000000,16499.281227,4556.000000
38,30.000000,6.000000,16217.767664,2793.000000
38,30.000000,9.000000,15876.873811,2433.000000
38,30.000000,12.000000,20606.350405,5319.000000
38,30.000000,15.000000,25373.753979,11516.000000
38,30.000000,18.000000,19803.498555,5501.000000
