frequency,Dynamic_njobs100_mode0_L2_norm_flow_time,Dynamic_njobs100_mode0_maximum_flow_time,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time,Dynamic_njobs100_mode8_maximum_flow_time,Dynamic_njobs100_mode16_L2_norm_flow_time,Dynamic_njobs100_mode16_maximum_flow_time
256,1196722.749983,21124.000000,1196706.876601,21124.000000,1196722.749983,21124.000000,1196722.749983,21124.000000,1196722.749983,21124.000000,1196722.749983,21124.000000
4,613320.138845,10358.000000,611736.851175,12578.000000,613320.138845,10358.000000,613320.138845,10358.000000,613320.138845,10358.000000,613320.138845,10358.000000
1024,1218364.805667,21666.000000,1212611.331347,21666.000000,1218364.805667,21666.000000,1218364.805667,21666.000000,1218364.805667,21666.000000,1218364.805667,21666.000000
64,965483.339693,16553.000000,965483.339693,16553.000000,965483.339693,16553.000000,965483.339693,16553.000000,965483.339693,16553.000000,965483.339693,16553.000000
32,648248.796601,11558.000000,648248.796601,11558.000000,648248.796601,11558.000000,648248.796601,11558.000000,648248.796601,11558.000000,648248.796601,11558.000000
2,160657.327804,5173.000000,160670.118815,5173.000000,160657.327804,5173.000000,160657.327804,5173.000000,160657.327804,5173.000000,160657.327804,5173.000000
8,644034.683874,10843.000000,642558.672057,12269.000000,644034.683874,10843.000000,644034.683874,10843.000000,644034.683874,10843.000000,644034.683874,10843.000000
16,1013865.471900,16187.000000,1002973.389004,18396.000000,1013865.471900,16187.000000,1013865.471900,16187.000000,1013865.471900,16187.000000,1013865.471900,16187.000000
512,1459511.243873,22413.000000,1455038.754343,22413.000000,1459511.243873,22413.000000,1459511.243873,22413.000000,1459511.243873,22413.000000,1459511.243873,22413.000000
4096,1405471.254688,24376.000000,1395555.899509,24376.000000,1405471.254688,24376.000000,1405471.254688,24376.000000,1405471.254688,24376.000000,1405471.254688,24376.000000
2048,1424766.595402,25756.000000,1404770.854283,25756.000000,1424766.595402,25756.000000,1424766.595402,25756.000000,1424766.595402,25756.000000,1424766.595402,25756.000000
65536,1846799.084042,33816.000000,1846799.084042,33816.000000,1846799.084042,33816.000000,1846799.084042,33816.000000,1846799.084042,33816.000000,1846799.084042,33816.000000
32768,4150708.059109,71486.000000,4114256.546600,71486.000000,4150708.059109,71486.000000,4150708.059109,71486.000000,4150708.059109,71486.000000,4150708.059109,71486.000000
8192,1621725.970140,35137.000000,1615996.690304,35137.000000,1621725.970140,35137.000000,1621725.970140,35137.000000,1621725.970140,35137.000000,1621725.970140,35137.000000
128,1192617.045767,20079.000000,1182555.955215,20079.000000,1192617.045767,20079.000000,1192617.045767,20079.000000,1192617.045767,20079.000000,1192617.045767,20079.000000
16384,3099483.342571,48495.000000,3061622.313783,50992.000000,3098540.425256,48495.000000,3099483.342571,48495.000000,3099483.342571,48495.000000,3099483.342571,48495.000000
