frequency,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
4,314476.054038,27651.000000,314476.054038,27651.000000,314476.054038,27651.000000,314476.054038,27651.000000,314476.054038,27651.000000,314476.054038,27651.000000
2048,512154.871430,18306.000000,512154.871430,18306.000000,512154.871430,18306.000000,512154.871430,18306.000000,512154.871430,18306.000000,512154.871430,18306.000000
64,907863.012098,25476.000000,907863.012098,25476.000000,907863.012098,25476.000000,907863.012098,25476.000000,907863.012098,25476.000000,907863.012098,25476.000000
16,437284.848349,12032.000000,437284.848349,12032.000000,437284.848349,12032.000000,437284.848349,12032.000000,437284.848349,12032.000000,437284.848349,12032.000000
2,687562.882434,22325.000000,687562.882434,22325.000000,687562.882434,22325.000000,687562.882434,22325.000000,687562.882434,22325.000000,687562.882434,22325.000000
32,913972.142825,17504.000000,913972.142825,17504.000000,913972.142825,17504.000000,913972.142825,17504.000000,913972.142825,17504.000000,913972.142825,17504.000000
512,1336223.256904,24060.000000,1336223.256904,24060.000000,1336223.256904,24060.000000,1336223.256904,24060.000000,1336223.256904,24060.000000,1336223.256904,24060.000000
8,461126.996730,20228.000000,461126.996730,20228.000000,461126.996730,20228.000000,461126.996730,20228.000000,461126.996730,20228.000000,461126.996730,20228.000000
128,812937.334927,27304.000000,812937.334927,27304.000000,812937.334927,27304.000000,812937.334927,27304.000000,812937.334927,27304.000000,812937.334927,27304.000000
4096,898834.518587,25719.000000,898834.518587,25719.000000,898834.518587,25719.000000,898834.518587,25719.000000,898834.518587,25719.000000,898834.518587,25719.000000
256,1338700.492695,25896.000000,1338700.492695,25896.000000,1338700.492695,25896.000000,1338700.492695,25896.000000,1338700.492695,25896.000000,1338700.492695,25896.000000
8192,1298915.295364,19568.000000,1298915.295364,19568.000000,1298915.295364,19568.000000,1298915.295364,19568.000000,1298915.295364,19568.000000,1298915.295364,19568.000000
1024,1726164.741200,29431.000000,1726164.741200,29431.000000,1726164.741200,29431.000000,1726164.741200,29431.000000,1726164.741200,29431.000000,1726164.741200,29431.000000
16384,2324326.119173,37187.000000,2324326.119173,37187.000000,2324326.119173,37187.000000,2324326.119173,37187.000000,2324326.119173,37187.000000,2324326.119173,37187.000000
32768,2136877.994835,36934.000000,2136877.994835,36934.000000,2136877.994835,36934.000000,2136877.994835,36934.000000,2136877.994835,36934.000000,2136877.994835,36934.000000
65536,1981678.734943,36904.000000,1981678.734943,36904.000000,1981678.734943,36904.000000,1981678.734943,36904.000000,1981678.734943,36904.000000,1981678.734943,36904.000000
