frequency,Dynamic_njobs100_mode0_L2_norm_flow_time,Dynamic_njobs100_mode0_maximum_flow_time,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time,Dynamic_njobs100_mode8_maximum_flow_time,Dynamic_njobs100_mode16_L2_norm_flow_time,Dynamic_njobs100_mode16_maximum_flow_time
1024,76909.688206,35084.000000,76909.688206,35084.000000,76909.688206,35084.000000,76909.688206,35084.000000,76909.688206,35084.000000,76909.688206,35084.000000
8,89604.070717,38816.000000,90509.475454,38816.000000,89604.070717,38816.000000,89604.070717,38816.000000,89604.070717,38816.000000,89604.070717,38816.000000
4096,138873.428772,52754.000000,139174.441554,52754.000000,138873.428772,52754.000000,138873.428772,52754.000000,138873.428772,52754.000000,138873.428772,52754.000000
16,110639.436527,45319.000000,110639.436527,45319.000000,110639.436527,45319.000000,110639.436527,45319.000000,110639.436527,45319.000000,110639.436527,45319.000000
128,249353.309004,171699.000000,249353.309004,171699.000000,249353.309004,171699.000000,249353.309004,171699.000000,249353.309004,171699.000000,249353.309004,171699.000000
8192,216640.620561,103472.000000,216640.620561,103472.000000,216640.620561,103472.000000,216640.620561,103472.000000,216640.620561,103472.000000,216640.620561,103472.000000
32,192132.018154,107731.000000,192132.018154,107731.000000,192132.018154,107731.000000,192132.018154,107731.000000,192132.018154,107731.000000,192132.018154,107731.000000
64,227583.355712,180888.000000,227583.355712,180888.000000,227583.355712,180888.000000,227583.355712,180888.000000,227583.355712,180888.000000,227583.355712,180888.000000
512,238654.098477,178441.000000,238654.098477,178441.000000,238654.098477,178441.000000,238654.098477,178441.000000,238654.098477,178441.000000,238654.098477,178441.000000
4,239923.433685,171175.000000,239923.433685,171175.000000,239923.433685,171175.000000,239923.433685,171175.000000,239923.433685,171175.000000,239923.433685,171175.000000
16384,339814.361817,169934.000000,339814.361817,169934.000000,339814.361817,169934.000000,339814.361817,169934.000000,339814.361817,169934.000000,339814.361817,169934.000000
2,354614.538207,236835.000000,354614.538207,236835.000000,354614.538207,236835.000000,354614.538207,236835.000000,354614.538207,236835.000000,354614.538207,236835.000000
65536,650691.996981,176357.000000,650691.996981,176357.000000,650691.996981,176357.000000,650691.996981,176357.000000,650691.996981,176357.000000,650691.996981,176357.000000
32768,742566.877546,222722.000000,742566.877546,222722.000000,742566.877546,222722.000000,742566.877546,222722.000000,742566.877546,222722.000000,742566.877546,222722.000000
2048,556193.055950,275457.000000,556193.055950,275457.000000,556193.055950,275457.000000,556193.055950,275457.000000,556193.055950,275457.000000,556193.055950,275457.000000
256,491560.943486,339192.000000,491560.943486,339192.000000,491560.943486,339192.000000,491560.943486,339192.000000,491560.943486,339192.000000,491560.943486,339192.000000
