arrival_rate,possibility,bp_parameter,SJF/SRPT,RR/SRPT,MLFQ/SRPT,RMLFQ_SM/SRPT,RMLFQ/SRPT,SETF/SRPT,FCFS/SRPT,SJF/FCFS,RR/FCFS,MLFQ/FCFS,RMLFQ_sm/FCFS,RMLFQ/FCFS,SETF/FCFS,SPRT/FCFS,SJF_L2_Norm/SRPT_L2_Norm,RR_L2_Norm/SRPT_L2_Norm,MLFQ_L2_Norm/SRPT_L2_Norm,RMLFQ_L2_Norm/SRPT_L2_Norm,SETF_L2_Norm/SRPT_L2_Norm,FCFS_L2_Norm/SRPT_L2_Norm,SJF_L2_Norm/FCFS_L2_Norm,RR_L2_Norm/FCFS_L2_Norm,MLFQ_L2_Norm/FCFS_L2_Norm,RMLFQ_L2_Norm/FCFS_L2_Norm,RMLFQ_SM_L2_Norm/FCFS_L2_Norm,RMLFQ_SM_L2_Norm/RR_L2_Norm,RMLFQ_SM_L2_Norm/SETF_L2_Norm,RMLFQ_SM_L2_Norm/RMLFQ_L2_Norm,RMLFQ_SM_L2_Norm/MLFQ_L2_Norm,RMLFQ_SM_L2_Norm/SRPT_L2_Norm
20,0.5,"{'L': 16.772, 'H': 64}",1.0000019584911688,2.87816726432666,3.6960676320049055,2.4501336253884256,3.5909105279405766,3.7323467265308783,1.745644057589294,0.5728555911175588,1.6487709804376511,2.117308861411939,1.403569997409449,2.057069144381911,2.138091502849205,0.5728544691871398,0.999999845772144,1.3304508493001974,1.7420619042669527,1.6905793834558647,1.9533728291310553,0.8110253364516535,1.2330069121481206,1.6404553464643918,2.147974700628603,2.0844963868235977,1.685669667546824,1.027562055364616,0.6998770479861053,0.8086699877256612,0.7847716581827122,1.3671208092685099
20,0.5,"{'L': 7.918, 'H': 512}",1.0001628422549567,5.305235779642984,3.231877398400131,3.602301838880842,8.498115162104838,3.210904280317768,8.917872908044556,0.11215262345270009,0.5948992359890309,0.36240451413977287,0.40394182290165953,0.9529307324439366,0.360052706898447,0.11213436324013193,0.9999989936038791,1.4570528603343555,1.6639263870158516,2.687020199309786,1.8267842427239422,1.7078433905901815,0.5855331929810662,0.8531536722643169,0.9742851107915971,1.57334110031086,1.058331183048709,1.2404930289285863,0.9894238595632353,0.6726648041162876,1.0862643504721379,1.807463916025225
20,0.5,"{'L': 5.649, 'H': 4096}",1.007182207954336,7.759022212021506,3.109521758679128,3.348856646667734,15.645216888853057,3.224415631356979,39.062929141608194,0.025783581264558264,0.19862878648690277,0.07960288250291492,0.08572978832508166,0.4005131523070662,0.08254413333081229,0.025599718760845356,1.0027936956917634,1.4842407519009775,1.6625271429237491,3.761612254115086,1.9097468324802407,3.563361250696192,0.2814179155974833,0.41652828536848285,0.4665614923547066,1.0556359542216385,0.5054843459873677,1.2135654738073542,0.9431738807942385,0.4788434345816508,1.0834249166947316,1.801223331324893
20,0.5,"{'L': 4.639, 'H': 32768}",1.0411146248743428,10.512851986895743,2.9798324924406554,3.12392246404434,28.334978159394037,3.15931035299569,183.25133416738123,0.005681348130995825,0.05736848811858218,0.016260904762193353,0.017047201747469726,0.15462358453288505,0.01724031296879937,0.005456986190815958,0.9999947141680918,1.4908271236429433,1.6855024488495878,5.308861629861999,1.9427016809822801,7.675071360376508,0.13029125948335626,0.1942427703460218,0.21960739773068427,0.6917019243976863,0.2190568971656584,1.1277480071738732,0.8654325747425047,0.31669262356962025,0.9974932512715216,1.6812773177290867
20,0.5,"{'L': 4.073, 'H': 262144}",1.057381105979072,10.546607634136254,2.8712799758436574,3.0919267061700944,24.262653993650797,3.4173086554005874,308.58629627185104,0.0034265329301841887,0.03417717429955203,0.00930462567694252,0.010019650073657975,0.07862518292865624,0.011074077808011564,0.0032405846017188127,1.0091957676483283,1.5473713673638978,1.6523617818773895,4.7538688734059535,2.0635567142209923,13.090573232137514,0.07709332125889955,0.11820501210482383,0.12622531898151118,0.3631520781485068,0.1253556305464809,1.060493360766428,0.7952178151541446,0.34518769983526904,0.9931100317903919,1.640977061729483
22,0.5,"{'L': 16.772, 'H': 64}",1.0000035604684572,3.008382256776196,3.92639273699026,2.6937951664308635,4.833191929876273,3.9174783623990366,1.819017889907358,0.5497491619059266,1.6538497358755566,2.158523431119322,1.480906362371212,2.657033752495104,2.1536227786075006,0.5497472045483455,0.9999997686218703,1.2204679150195918,1.7671603867247503,2.044972294528,1.9945094963455483,0.7298655450602727,1.3701150511760214,1.6721818467520684,2.4212136039094942,2.801847968257119,1.9363421426840903,1.157973426421958,0.7085799370636094,0.6910946506096782,0.7997403201260352,1.4132694133933
22,0.5,"{'L': 7.918, 'H': 512}",1.0004860750377684,6.227414103844241,3.3687141175574262,4.009724752850548,11.084036954399911,3.268774527386452,10.78953607977334,0.09272744144331976,0.5771716279366723,0.3122204784942147,0.37163087673133594,1.0272950451668315,0.30295783833693063,0.0926823908466885,0.9999946862898242,1.3876540268098512,1.6899185685969378,3.16627965510268,1.8418653584631643,1.562223198500179,0.6401099966060384,0.8882559343262063,1.0817395172593476,2.026778028992582,1.0884560415460567,1.2253856118301238,0.9232006405016121,0.5370376163427617,1.0062090033502018,1.7004112786509247
22,0.5,"{'L': 5.649, 'H': 4096}",1.0073275352162736,9.194196831301905,3.1428839748936666,3.4416519519358,18.576814734261024,3.2153708152478897,54.157455625892595,0.01859997896087777,0.16976788745049856,0.05803234178141594,0.06354899638768022,0.3430149093891235,0.059370787975324045,0.01846467837979267,0.9999575719511612,1.4630728861569195,1.7205777665531656,4.199256995840741,1.9130431786199713,3.5388269116026625,0.28256752786428335,0.41343442974279965,0.4862000345119878,1.1866240143231483,0.4806021972055949,1.1624629267199174,0.8890379518111176,0.40501640907691466,0.988486555102754,1.7007679892465293
22,0.5,"{'L': 4.639, 'H': 32768}",1.2227208934683902,13.703604311765863,3.185361395942773,3.1420122003562514,38.82977199174888,2.9565923721547094,336.8815263260298,0.0036295278841887452,0.04067781472381386,0.00945543506253299,0.00932675719747081,0.11526239629468402,0.00877635649659624,0.0029684026040425033,0.9982855320989633,1.5477959802771897,1.7171789997385551,6.549869631409281,1.833495076313875,8.477032634731886,0.11776355891433199,0.18258700266595634,0.2025684073343038,0.77266066011983,0.20023739150402128,1.096668374968378,0.9257831801139744,0.25915308212141536,0.9884926980423182,1.6974189024731736
22,0.5,"{'L': 4.073, 'H': 262144}",1.147160226512826,12.757067744357325,2.996447844233216,3.117474290366607,31.613100558086234,3.0994394514026293,379.6858069281473,0.003021340818067285,0.03359901137092413,0.007891914286910048,0.008210668488212848,0.08326121224770662,0.008163169112057894,0.00263375660020192,0.9991096719170696,1.5275420909958577,1.6507708516725077,5.736125323030199,1.8850352150778904,10.617015066344173,0.09410457324151651,0.14387679413191662,0.15548351785855838,0.5402766490568197,0.15585926573103934,1.0832828648387616,0.8778404558492079,0.28848047755372813,1.0024166411826543,1.654760172495785
