arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
34.00,7.92,512.00,0.00,100.00,200
40.00,7.92,512.00,0.00,100.00,200
36.00,30.00,18.00,99.50,0.50,200
38.00,30.00,12.00,99.50,0.50,200
36.00,30.00,9.00,99.50,0.50,200
38.00,16.77,64.00,99.50,0.50,200
34.00,30.00,15.00,99.50,0.50,200
40.00,30.00,18.00,99.50,0.50,200
34.00,30.00,6.00,99.50,0.50,200
36.00,5.65,4096.00,0.00,100.00,200
32.00,30.00,6.00,99.50,0.50,200
40.00,5.65,4096.00,0.00,100.00,200
40.00,16.77,64.00,99.50,0.50,200
40.00,4.07,262144.00,0.00,100.00,200
38.00,5.65,4096.00,0.50,99.50,200
38.00,4.07,262144.00,0.00,100.00,200
38.00,30.00,6.00,99.50,0.50,200
34.00,30.00,9.00,99.50,0.50,200
36.00,30.00,12.00,99.50,0.50,200
32.00,30.00,9.00,99.50,0.50,200
34.00,5.65,4096.00,0.00,100.00,200
40.00,30.00,12.00,99.00,1.00,200
30.00,5.65,4096.00,0.00,100.00,200
32.00,16.77,64.00,99.50,0.50,200
36.00,16.77,64.00,99.50,0.50,200
40.00,30.00,15.00,99.50,0.50,200
30.00,4.64,32768.00,0.00,100.00,200
36.00,30.00,15.00,99.50,0.50,200
38.00,30.00,18.00,99.50,0.50,200
34.00,30.00,12.00,99.50,0.50,200
40.00,30.00,9.00,99.50,0.50,200
34.00,16.77,64.00,99.00,1.00,200
32.00,30.00,18.00,99.50,0.50,200
36.00,7.92,512.00,0.00,100.00,200
40.00,4.64,32768.00,0.00,100.00,200
34.00,4.07,262144.00,0.00,100.00,200
34.00,30.00,18.00,98.50,1.50,200
30.00,30.00,6.00,99.50,0.50,200
38.00,30.00,9.00,99.50,0.50,200
32.00,5.65,4096.00,0.00,100.00,200
36.00,30.00,6.00,99.50,0.50,200
32.00,7.92,512.00,55.00,45.00,200
38.00,4.64,32768.00,0.00,100.00,200
38.00,7.92,512.00,0.00,100.00,200
32.00,30.00,15.00,99.50,0.50,200
38.00,30.00,15.00,99.00,1.00,200
32.00,30.00,12.00,99.50,0.50,200
40.00,30.00,6.00,99.50,0.50,200
30.00,16.77,64.00,99.50,0.50,200
30.00,4.07,262144.00,0.00,100.00,200
36.00,4.64,32768.00,0.00,100.00,200
30.00,30.00,12.00,99.50,0.50,200
32.00,4.64,32768.00,0.00,100.00,200
34.00,4.64,32768.00,0.00,100.00,200
32.00,4.07,262144.00,0.00,100.00,200
28.00,4.07,262144.00,0.00,100.00,200
22.00,4.07,262144.00,0.00,100.00,200
26.00,4.64,32768.00,0.00,100.00,200
30.00,7.92,512.00,0.00,100.00,200
28.00,7.92,512.00,0.00,100.00,200
30.00,30.00,9.00,99.50,0.50,200
30.00,30.00,18.00,99.50,0.50,200
30.00,30.00,15.00,99.50,0.50,200
22.00,4.64,32768.00,0.00,100.00,200
28.00,5.65,4096.00,0.00,100.00,200
26.00,5.65,4096.00,0.00,100.00,200
24.00,5.65,4096.00,0.00,100.00,200
20.00,4.64,32768.00,0.00,100.00,200
26.00,7.92,512.00,0.00,100.00,200
36.00,4.07,262144.00,0.00,100.00,200
28.00,4.64,32768.00,0.00,100.00,200
24.00,4.64,32768.00,0.00,100.00,200
24.00,4.07,262144.00,0.00,100.00,200
22.00,5.65,4096.00,0.00,100.00,200
20.00,4.07,262144.00,0.00,100.00,200
28.00,30.00,9.00,99.50,0.50,200
28.00,16.77,64.00,99.50,0.50,200
24.00,7.92,512.00,0.00,100.00,200
26.00,4.07,262144.00,0.00,100.00,200
28.00,30.00,15.00,99.50,0.50,200
28.00,30.00,18.00,70.50,29.50,200
28.00,30.00,6.00,99.50,0.50,200
20.00,5.65,4096.00,0.00,100.00,200
22.00,7.92,512.00,0.00,100.00,200
28.00,30.00,12.00,99.50,0.50,200
26.00,30.00,18.00,73.50,26.50,200
26.00,16.77,64.00,99.50,0.50,200
26.00,30.00,15.00,83.50,16.50,200
20.00,7.92,512.00,0.00,100.00,200
26.00,30.00,12.00,99.50,0.50,200
26.00,30.00,9.00,99.50,0.50,200
24.00,30.00,18.00,60.00,40.00,200
26.00,30.00,6.00,99.50,0.50,200
24.00,30.00,15.00,82.00,18.00,200
24.00,16.77,64.00,99.50,0.50,200
20.00,30.00,12.00,85.50,14.50,200
24.00,30.00,12.00,99.50,0.50,200
24.00,30.00,9.00,99.50,0.50,200
22.00,16.77,64.00,86.50,13.50,200
24.00,30.00,6.00,99.50,0.50,200
22.00,30.00,9.00,99.50,0.50,200
22.00,30.00,18.00,55.00,45.00,200
20.00,30.00,18.00,28.50,71.50,200
22.00,30.00,12.00,89.50,10.50,200
22.00,30.00,15.00,75.00,25.00,200
20.00,16.77,64.00,74.50,25.50,200
22.00,30.00,6.00,99.50,0.50,200
20.00,30.00,6.00,99.50,0.50,200
20.00,30.00,15.00,69.00,31.00,200
20.00,30.00,9.00,99.50,0.50,200
32.00,7.92,512.00,0.00,100.00,200
38.00,7.92,512.00,0.00,100.00,200
38.00,30.00,12.00,99.50,0.50,200
40.00,5.65,4096.00,0.00,100.00,200
36.00,30.00,9.00,99.50,0.50,200
36.00,30.00,6.00,99.50,0.50,200
36.00,30.00,18.00,99.50,0.50,200
40.00,7.92,512.00,0.00,100.00,200
40.00,30.00,18.00,99.50,0.50,200
38.00,16.77,64.00,99.50,0.50,200
38.00,30.00,9.00,99.50,0.50,200
38.00,30.00,15.00,99.50,0.50,200
40.00,30.00,12.00,99.50,0.50,200
40.00,16.77,64.00,99.50,0.50,200
40.00,30.00,6.00,99.50,0.50,200
40.00,30.00,15.00,99.50,0.50,200
36.00,7.92,512.00,0.00,100.00,200
38.00,30.00,18.00,99.50,0.50,200
40.00,30.00,9.00,99.50,0.50,200
38.00,4.07,262144.00,0.00,100.00,200
34.00,5.65,4096.00,0.00,100.00,200
34.00,30.00,15.00,99.50,0.50,200
32.00,30.00,15.00,99.50,0.50,200
38.00,30.00,6.00,99.50,0.50,200
36.00,4.64,32768.00,0.00,100.00,200
38.00,5.65,4096.00,0.00,100.00,200
34.00,30.00,12.00,99.50,0.50,200
26.00,4.07,262144.00,0.00,100.00,200
34.00,30.00,6.00,99.50,0.50,200
34.00,16.77,64.00,99.50,0.50,200
36.00,16.77,64.00,99.50,0.50,200
32.00,30.00,18.00,99.50,0.50,200
34.00,30.00,9.00,99.50,0.50,200
36.00,5.65,4096.00,0.00,100.00,200
34.00,30.00,18.00,98.00,2.00,200
36.00,30.00,12.00,99.50,0.50,200
36.00,30.00,15.00,99.50,0.50,200
32.00,16.77,64.00,99.50,0.50,200
30.00,4.07,262144.00,0.00,100.00,200
38.00,4.64,32768.00,0.00,100.00,200
34.00,7.92,512.00,0.00,100.00,200
32.00,30.00,9.00,99.50,0.50,200
40.00,4.64,32768.00,0.00,100.00,200
32.00,30.00,12.00,99.50,0.50,200
36.00,4.07,262144.00,0.00,100.00,200
40.00,4.07,262144.00,0.00,100.00,200
28.00,4.07,262144.00,0.00,100.00,200
32.00,30.00,6.00,99.50,0.50,200
30.00,7.92,512.00,74.00,26.00,200
32.00,4.64,32768.00,0.00,100.00,200
30.00,5.65,4096.00,0.00,100.00,200
34.00,4.64,32768.00,0.00,100.00,200
32.00,5.65,4096.00,0.00,100.00,200
28.00,5.65,4096.00,0.00,100.00,200
24.00,4.07,262144.00,0.00,100.00,200
32.00,4.07,262144.00,0.00,100.00,200
30.00,30.00,6.00,99.50,0.50,200
34.00,4.07,262144.00,0.00,100.00,200
30.00,30.00,9.00,99.50,0.50,200
30.00,4.64,32768.00,0.00,100.00,200
28.00,4.64,32768.00,0.00,100.00,200
30.00,30.00,18.00,99.50,0.50,200
22.00,4.07,262144.00,0.00,100.00,200
28.00,7.92,512.00,0.00,100.00,200
30.00,16.77,64.00,99.50,0.50,200
30.00,30.00,12.00,99.50,0.50,200
24.00,5.65,4096.00,0.00,100.00,200
26.00,5.65,4096.00,0.00,100.00,200
30.00,30.00,15.00,99.50,0.50,200
26.00,7.92,512.00,0.00,100.00,200
26.00,4.64,32768.00,0.00,100.00,200
28.00,30.00,15.00,99.50,0.50,200
28.00,30.00,12.00,99.50,0.50,200
24.00,7.92,512.00,0.00,100.00,200
24.00,4.64,32768.00,0.00,100.00,200
28.00,30.00,6.00,99.50,0.50,200
20.00,4.64,32768.00,0.00,100.00,200
20.00,5.65,4096.00,0.00,100.00,200
28.00,30.00,18.00,68.50,31.50,200
28.00,30.00,9.00,99.50,0.50,200
22.00,4.64,32768.00,0.00,100.00,200
22.00,5.65,4096.00,0.00,100.00,200
28.00,16.77,64.00,99.50,0.50,200
20.00,4.07,262144.00,0.00,100.00,200
22.00,7.92,512.00,0.00,100.00,200
26.00,30.00,12.00,99.50,0.50,200
26.00,30.00,9.00,99.50,0.50,200
26.00,16.77,64.00,99.50,0.50,200
26.00,30.00,15.00,81.00,19.00,200
20.00,7.92,512.00,0.00,100.00,200
20.00,30.00,12.00,86.00,14.00,200
26.00,30.00,6.00,99.50,0.50,200
26.00,30.00,18.00,61.50,38.50,200
24.00,30.00,15.00,83.50,16.50,200
24.00,30.00,18.00,59.00,41.00,200
24.00,16.77,64.00,89.00,11.00,200
22.00,30.00,18.00,55.50,44.50,200
24.00,30.00,9.00,99.50,0.50,200
24.00,30.00,12.00,97.50,2.50,200
24.00,30.00,6.00,99.50,0.50,200
22.00,30.00,15.00,70.50,29.50,200
22.00,30.00,6.00,99.50,0.50,200
22.00,16.77,64.00,83.00,17.00,200
20.00,30.00,6.00,99.50,0.50,200
22.00,30.00,9.00,99.50,0.50,200
22.00,30.00,12.00,92.00,8.00,200
20.00,30.00,15.00,67.50,32.50,200
20.00,30.00,9.00,99.50,0.50,200
20.00,30.00,18.00,31.50,68.50,200
20.00,16.77,64.00,76.00,24.00,200
