frequency,Dynamic_njobs200_mode0_L2_norm_flow_time,Dynamic_njobs200_mode1_L2_norm_flow_time,Dynamic_njobs200_mode2_L2_norm_flow_time,Dynamic_njobs200_mode4_L2_norm_flow_time,Dynamic_njobs200_mode8_L2_norm_flow_time,Dynamic_njobs200_mode16_L2_norm_flow_time,Dynamic_njobs200_mode0_maximum_flow_time,Dynamic_njobs200_mode1_maximum_flow_time,Dynamic_njobs200_mode2_maximum_flow_time,Dynamic_njobs200_mode4_maximum_flow_time,Dynamic_njobs200_mode8_maximum_flow_time,Dynamic_njobs200_mode16_maximum_flow_time
2,276634.435817,276634.435817,276634.435817,276634.435817,276634.435817,276634.435817,8313.000000,8313.000000,8313.000000,8313.000000,8313.000000,8313.000000
4,222023.843524,222023.843524,222023.843524,222023.843524,222023.843524,222023.843524,5069.000000,5069.000000,5069.000000,5069.000000,5069.000000,5069.000000
4096,1365853.394106,1365990.838083,1365853.394106,1365853.394106,1365853.394106,1365853.394106,26654.000000,26654.000000,26654.000000,26654.000000,26654.000000,26654.000000
16384,797349.774263,796214.864918,797349.774263,797349.774263,797349.774263,797349.774263,25559.000000,25559.000000,25559.000000,25559.000000,25559.000000,25559.000000
8,721900.230573,721900.230573,721900.230573,721900.230573,721900.230573,721900.230573,11364.000000,11364.000000,11364.000000,11364.000000,11364.000000,11364.000000
32,782860.981504,782860.981504,782860.981504,782860.981504,782860.981504,782860.981504,12726.000000,12726.000000,12726.000000,12726.000000,12726.000000,12726.000000
512,1715440.920971,1715440.920971,1715440.920971,1715440.920971,1715440.920971,1715440.920971,30552.000000,30552.000000,30552.000000,30552.000000,30552.000000,30552.000000
16,948436.045100,948436.045100,948436.045100,948436.045100,948436.045100,948436.045100,15596.000000,15596.000000,15596.000000,15596.000000,15596.000000,15596.000000
8192,930063.573699,929238.060092,930063.573699,930063.573699,930063.573699,930063.573699,14782.000000,21708.000000,14782.000000,14782.000000,14782.000000,14782.000000
256,1031990.374268,1031990.374268,1031990.374268,1031990.374268,1031990.374268,1031990.374268,15805.000000,15805.000000,15805.000000,15805.000000,15805.000000,15805.000000
65536,2107744.527039,2106293.027104,2107744.527039,2107744.527039,2107744.527039,2107744.527039,36097.000000,36097.000000,36097.000000,36097.000000,36097.000000,36097.000000
64,934249.937732,934249.937732,934249.937732,934249.937732,934249.937732,934249.937732,15746.000000,15746.000000,15746.000000,15746.000000,15746.000000,15746.000000
2048,1476451.325990,1476451.325990,1476451.325990,1476451.325990,1476451.325990,1476451.325990,26772.000000,26772.000000,26772.000000,26772.000000,26772.000000,26772.000000
1024,1249362.823783,1248847.050762,1249362.823783,1249362.823783,1249362.823783,1249362.823783,23343.000000,23343.000000,23343.000000,23343.000000,23343.000000,23343.000000
128,1161762.456464,1161762.456464,1161762.456464,1161762.456464,1161762.456464,1161762.456464,20266.000000,20266.000000,20266.000000,20266.000000,20266.000000,20266.000000
32768,2760919.794195,2760919.794195,2760919.794195,2760919.794195,2760919.794195,2760919.794195,41841.000000,41841.000000,41841.000000,41841.000000,41841.000000,41841.000000
