arrival_rate,bp_L,bp_H,FCFS_percentage,SRPT_percentage,total_rounds
38.00,4.64,32768.00,4.25,95.75,400
34.00,30.00,12.00,92.25,7.75,400
40.00,16.77,64.00,82.25,17.75,400
30.00,16.77,64.00,95.00,5.00,400
38.00,7.92,512.00,2.75,97.25,400
30.00,30.00,6.00,99.75,0.25,400
32.00,30.00,12.00,91.50,8.50,400
30.00,30.00,15.00,86.00,14.00,400
20.00,4.07,262144.00,1.50,98.50,400
40.00,4.07,262144.00,6.25,93.75,400
30.00,30.00,9.00,99.00,1.00,400
32.00,4.07,262144.00,3.50,96.50,400
30.00,4.64,32768.00,2.25,97.75,400
32.00,4.64,32768.00,4.00,96.00,400
24.00,30.00,15.00,88.50,11.50,400
24.00,30.00,9.00,99.50,0.50,400
20.00,16.77,64.00,85.50,14.50,400
26.00,16.77,64.00,95.75,4.25,400
26.00,4.07,262144.00,2.25,97.75,400
22.00,30.00,15.00,84.75,15.25,400
24.00,30.00,12.00,97.75,2.25,400
30.00,4.07,262144.00,2.25,97.75,400
30.00,5.65,4096.00,2.00,98.00,400
30.00,30.00,18.00,72.25,27.75,400
28.00,5.65,4096.00,1.50,98.50,400
28.00,4.07,262144.00,3.00,97.00,400
26.00,4.64,32768.00,2.00,98.00,400
28.00,4.64,32768.00,3.25,96.75,400
28.00,7.92,512.00,2.00,98.00,400
28.00,30.00,9.00,98.25,1.75,400
22.00,30.00,9.00,99.00,1.00,400
22.00,30.00,18.00,66.25,33.75,400
22.00,30.00,12.00,95.50,4.50,400
22.00,30.00,6.00,99.75,0.25,400
20.00,30.00,12.00,92.50,7.50,400
20.00,30.00,15.00,74.50,25.50,400
20.00,30.00,6.00,99.75,0.25,400
28.00,30.00,6.00,99.75,0.25,400
26.00,30.00,6.00,99.75,0.25,400
26.00,30.00,9.00,99.25,0.75,400
22.00,16.77,64.00,92.00,8.00,400
20.00,30.00,9.00,99.50,0.50,400
24.00,30.00,6.00,99.75,0.25,400
26.00,30.00,12.00,96.25,3.75,400
24.00,16.77,64.00,93.00,7.00,400
20.00,30.00,18.00,52.50,47.50,400
26.00,30.00,18.00,76.25,23.75,400
38.00,16.77,64.00,85.50,14.50,400
38.00,30.00,9.00,95.50,4.50,400
40.00,4.64,32768.00,3.00,97.00,400
38.00,30.00,6.00,99.00,1.00,400
40.00,16.77,64.00,85.75,14.25,400
22.00,4.07,262144.00,3.25,96.75,400
40.00,7.92,512.00,4.50,95.50,400
36.00,30.00,18.00,65.25,34.75,400
40.00,5.65,4096.00,1.50,98.50,400
32.00,5.65,4096.00,4.25,95.75,400
34.00,16.77,64.00,89.25,10.75,400
30.00,30.00,6.00,99.50,0.50,400
34.00,30.00,12.00,94.25,5.75,400
20.00,5.65,4096.00,2.00,98.00,400
34.00,30.00,15.00,80.75,19.25,400
36.00,16.77,64.00,86.25,13.75,400
30.00,30.00,15.00,87.25,12.75,400
34.00,5.65,4096.00,1.75,98.25,400
30.00,30.00,12.00,96.75,3.25,400
30.00,4.64,32768.00,2.25,97.75,400
28.00,30.00,18.00,79.00,21.00,400
24.00,4.07,262144.00,2.75,97.25,400
28.00,4.07,262144.00,3.25,96.75,400
22.00,4.64,32768.00,0.25,99.75,400
26.00,7.92,512.00,3.75,96.25,400
28.00,16.77,64.00,95.00,5.00,400
26.00,4.07,262144.00,2.00,98.00,400
28.00,30.00,12.00,95.25,4.75,400
28.00,30.00,6.00,99.75,0.25,400
28.00,30.00,15.00,88.50,11.50,400
26.00,30.00,18.00,79.75,20.25,400
26.00,30.00,12.00,96.50,3.50,400
26.00,30.00,15.00,91.00,9.00,400
26.00,30.00,6.00,99.75,0.25,400
24.00,30.00,15.00,89.25,10.75,400
22.00,30.00,15.00,84.75,15.25,400
24.00,30.00,18.00,74.00,26.00,400
26.00,30.00,9.00,99.75,0.25,400
24.00,30.00,6.00,99.75,0.25,400
22.00,30.00,9.00,99.50,0.50,400
20.00,30.00,9.00,99.75,0.25,400
24.00,30.00,12.00,98.00,2.00,400
20.00,16.77,64.00,86.75,13.25,400
30.00,30.00,9.00,99.25,0.75,400
38.00,4.07,262144.00,3.25,96.75,400
36.00,30.00,15.00,75.25,24.75,400
20.00,4.64,32768.00,1.75,98.25,400
26.00,4.64,32768.00,1.50,98.50,400
36.00,30.00,12.00,91.50,8.50,400
22.00,5.65,4096.00,2.00,98.00,400
40.00,4.07,262144.00,3.75,96.25,400
34.00,4.64,32768.00,3.00,97.00,400
24.00,4.64,32768.00,2.50,97.50,400
24.00,5.65,4096.00,2.75,97.25,400
24.00,7.92,512.00,3.50,96.50,400
32.00,16.77,64.00,91.00,9.00,400
34.00,4.07,262144.00,2.00,98.00,400
28.00,7.92,512.00,3.75,96.25,400
26.00,16.77,64.00,94.00,6.00,400
30.00,5.65,4096.00,1.75,98.25,400
30.00,7.92,512.00,3.75,96.25,400
28.00,4.64,32768.00,1.50,98.50,400
32.00,30.00,12.00,91.50,8.50,400
34.00,30.00,18.00,63.75,36.25,400
34.00,30.00,9.00,96.25,3.75,400
40.00,30.00,9.00,95.50,4.50,400
34.00,30.00,6.00,98.50,1.50,400
40.00,30.00,15.00,66.25,33.75,400
40.00,30.00,6.00,98.00,2.00,400
32.00,30.00,6.00,99.75,0.25,400
38.00,30.00,12.00,84.75,15.25,400
38.00,30.00,15.00,74.75,25.25,400
36.00,4.64,32768.00,2.25,97.75,400
36.00,30.00,6.00,98.50,1.50,400
26.00,5.65,4096.00,3.50,96.50,400
40.00,30.00,12.00,81.00,19.00,400
32.00,30.00,15.00,85.00,15.00,400
30.00,16.77,64.00,94.75,5.25,400
28.00,5.65,4096.00,2.00,98.00,400
32.00,30.00,9.00,98.00,2.00,400
38.00,30.00,18.00,59.75,40.25,400
36.00,5.65,4096.00,2.75,97.25,400
28.00,30.00,9.00,99.50,0.50,400
30.00,4.07,262144.00,2.25,97.75,400
38.00,7.92,512.00,3.75,96.25,400
36.00,30.00,9.00,96.25,3.75,400
22.00,7.92,512.00,2.75,97.25,400
32.00,30.00,18.00,69.75,30.25,400
38.00,5.65,4096.00,1.75,98.25,400
30.00,30.00,18.00,75.00,25.00,400
36.00,4.07,262144.00,3.50,96.50,400
40.00,30.00,18.00,58.50,41.50,400
20.00,4.07,262144.00,1.75,98.25,400
22.00,30.00,18.00,65.00,35.00,400
24.00,16.77,64.00,94.75,5.25,400
34.00,7.92,512.00,3.50,96.50,400
32.00,7.92,512.00,1.50,98.50,400
32.00,4.64,32768.00,2.00,98.00,400
36.00,7.92,512.00,3.75,96.25,400
38.00,4.64,32768.00,3.25,96.75,400
22.00,16.77,64.00,90.50,9.50,400
24.00,30.00,9.00,99.25,0.75,400
22.00,30.00,12.00,97.25,2.75,400
22.00,30.00,6.00,99.75,0.25,400
20.00,30.00,18.00,50.75,49.25,400
20.00,7.92,512.00,3.50,96.50,400
20.00,30.00,15.00,75.75,24.25,400
20.00,30.00,6.00,99.75,0.25,400
20.00,30.00,12.00,95.00,5.00,400
32.00,4.07,262144.00,3.00,97.00,400
