arrival_rate,bp_L,bp_H,FCFS_percentage,RMLF_percentage,total_rounds
32.00,30.00,12,100.00,0.00,100
32.00,30.00,9,100.00,0.00,100
34.00,30.00,6,100.00,0.00,100
34.00,30.00,9,100.00,0.00,100
32.00,30.00,6,100.00,0.00,100
32.00,16.77,64,100.00,0.00,100
30.00,30.00,9,100.00,0.00,100
38.00,16.77,64,100.00,0.00,100
36.00,30.00,6,100.00,0.00,100
40.00,30.00,9,100.00,0.00,100
38.00,30.00,6,100.00,0.00,100
36.00,30.00,9,100.00,0.00,100
38.00,30.00,9,100.00,0.00,100
34.00,16.77,64,100.00,0.00,100
36.00,30.00,12,100.00,0.00,100
40.00,30.00,12,100.00,0.00,100
30.00,30.00,6,100.00,0.00,100
30.00,30.00,12,100.00,0.00,100
26.00,30.00,12,100.00,0.00,100
40.00,30.00,6,100.00,0.00,100
34.00,30.00,12,100.00,0.00,100
30.00,16.77,64,100.00,0.00,100
38.00,30.00,12,100.00,0.00,100
38.00,4.64,32768,8.08,91.92,99
36.00,16.77,64,100.00,0.00,100
40.00,16.77,64,100.00,0.00,100
24.00,16.77,64,100.00,0.00,100
24.00,30.00,12,100.00,0.00,100
34.00,5.65,4096,6.00,94.00,100
28.00,30.00,9,100.00,0.00,100
28.00,5.65,4096,10.00,90.00,100
32.00,4.07,262144,4.00,96.00,100
26.00,30.00,9,100.00,0.00,100
36.00,4.64,32768,10.00,90.00,100
26.00,30.00,6,100.00,0.00,100
28.00,30.00,6,100.00,0.00,100
20.00,4.64,32768,10.00,90.00,100
24.00,30.00,6,100.00,0.00,100
38.00,7.92,512,20.00,80.00,100
22.00,30.00,9,100.00,0.00,100
28.00,7.92,512,15.00,85.00,100
28.00,4.64,32768,6.00,94.00,100
28.00,16.77,64,100.00,0.00,100
28.00,30.00,12,100.00,0.00,100
26.00,5.65,4096,12.00,88.00,100
26.00,7.92,512,17.00,83.00,100
28.00,4.07,262144,13.00,87.00,100
40.00,4.07,262144,8.00,92.00,100
32.00,7.92,512,20.00,80.00,100
30.00,4.64,32768,7.00,93.00,100
24.00,7.92,512,18.00,82.00,100
26.00,4.07,262144,6.00,94.00,100
22.00,4.64,32768,9.00,91.00,100
32.00,4.64,32768,6.00,94.00,100
24.00,30.00,9,100.00,0.00,100
40.00,7.92,512,18.00,82.00,100
26.00,16.77,64,100.00,0.00,100
20.00,30.00,6,100.00,0.00,100
24.00,4.07,262144,3.00,97.00,100
22.00,30.00,6,100.00,0.00,100
20.00,16.77,64,100.00,0.00,100
20.00,30.00,12,100.00,0.00,100
40.00,4.64,32768,9.00,91.00,100
38.00,4.07,262144,5.00,95.00,100
22.00,16.77,64,100.00,0.00,100
34.00,4.64,32768,5.10,94.90,98
20.00,4.07,262144,7.14,92.86,98
30.00,7.92,512,25.00,75.00,100
24.00,5.65,4096,7.00,93.00,100
36.00,4.07,262144,8.00,92.00,100
40.00,5.65,4096,6.00,94.00,100
32.00,5.65,4096,5.00,95.00,100
34.00,7.92,512,12.00,88.00,100
26.00,4.64,32768,6.00,94.00,100
20.00,7.92,512,13.00,87.00,100
22.00,4.07,262144,9.00,91.00,100
38.00,5.65,4096,6.00,94.00,100
30.00,4.07,262144,4.00,96.00,100
36.00,5.65,4096,11.00,89.00,100
36.00,7.92,512,13.00,87.00,100
22.00,7.92,512,10.00,90.00,100
20.00,30.00,9,100.00,0.00,100
24.00,4.64,32768,6.00,94.00,100
30.00,5.65,4096,5.00,95.00,100
22.00,30.00,12,100.00,0.00,100
22.00,5.65,4096,6.00,94.00,100
20.00,5.65,4096,6.00,94.00,100
34.00,4.07,262144,3.00,97.00,100
