frequency,RFDynamic_njobs25_mode0_L2_norm_flow_time,RFDynamic_njobs25_mode1_L2_norm_flow_time,RFDynamic_njobs25_mode2_L2_norm_flow_time,RFDynamic_njobs25_mode4_L2_norm_flow_time,RFDynamic_njobs25_mode8_L2_norm_flow_time,RFDynamic_njobs25_mode16_L2_norm_flow_time,RFDynamic_njobs25_mode0_maximum_flow_time,RFDynamic_njobs25_mode1_maximum_flow_time,RFDynamic_njobs25_mode2_maximum_flow_time,RFDynamic_njobs25_mode4_maximum_flow_time,RFDynamic_njobs25_mode8_maximum_flow_time,RFDynamic_njobs25_mode16_maximum_flow_time
16,445897.456698,445881.823447,445897.456698,445897.456698,445897.456698,445897.456698,7138.000000,7138.000000,7138.000000,7138.000000,7138.000000,7138.000000
4,680099.778702,679839.672282,680099.778702,680099.778702,680099.778702,680099.778702,14140.000000,14140.000000,14140.000000,14140.000000,14140.000000,14140.000000
512,976178.480154,976178.480154,976178.480154,976178.480154,976178.480154,976178.480154,15996.000000,15996.000000,15996.000000,15996.000000,15996.000000,15996.000000
128,1257911.897186,1256593.460986,1257911.897186,1257911.897186,1257911.897186,1257911.897186,22572.000000,22572.000000,22572.000000,22572.000000,22572.000000,22572.000000
2,490585.269140,490585.269140,490585.269140,490585.269140,490585.269140,490585.269140,9190.000000,9190.000000,9190.000000,9190.000000,9190.000000,9190.000000
8,366745.333105,366745.333105,366745.333105,366745.333105,366745.333105,366745.333105,9707.000000,9707.000000,9707.000000,9707.000000,9707.000000,9707.000000
64,789282.889495,787983.326751,789282.889495,789282.889495,789282.889495,789282.889495,17171.000000,17171.000000,17171.000000,17171.000000,17171.000000,17171.000000
1024,1223494.541409,1223471.725575,1223494.541409,1223494.541409,1223494.541409,1223494.541409,21698.000000,21698.000000,21698.000000,21698.000000,21698.000000,21698.000000
4096,1581299.157245,1581299.157245,1581299.157245,1581299.157245,1581299.157245,1581299.157245,24872.000000,24872.000000,24872.000000,24872.000000,24872.000000,24872.000000
65536,1134541.156514,1134539.002825,1134541.156514,1134541.156514,1134541.156514,1134541.156514,23165.000000,23165.000000,23165.000000,23165.000000,23165.000000,23165.000000
32,1175966.812573,1175922.446848,1175966.812573,1175966.812573,1175966.812573,1175966.812573,18947.000000,18947.000000,18947.000000,18947.000000,18947.000000,18947.000000
16384,1530976.917247,1530961.463890,1530976.917247,1530976.917247,1530976.917247,1530976.917247,25060.000000,25060.000000,25060.000000,25060.000000,25060.000000,25060.000000
2048,1997621.068911,1987187.859493,1997621.068911,1997621.068911,1997621.068911,1997621.068911,32436.000000,32436.000000,32436.000000,32436.000000,32436.000000,32436.000000
256,1102742.211897,1101072.859660,1102742.211897,1102742.211897,1102742.211897,1102742.211897,17858.000000,17858.000000,17858.000000,17858.000000,17858.000000,17858.000000
32768,2236414.463163,2236337.251048,2236414.463163,2236414.463163,2236414.463163,2236414.463163,47556.000000,47556.000000,47556.000000,47556.000000,47556.000000,47556.000000
8192,2011586.928656,2009541.886197,2011586.928656,2011586.928656,2011586.928656,2011586.928656,31672.000000,31672.000000,31672.000000,31672.000000,31672.000000,31672.000000
