frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
4096,297935.809968,298476.466164,298476.466164,298476.466164,298476.466164,298476.466164,5662.000000,5662.000000,5662.000000,5662.000000,5662.000000,5662.000000
2,315637.119873,315206.933339,315206.933339,315206.933339,315206.933339,315206.933339,6510.000000,5733.000000,5733.000000,5733.000000,5733.000000,5733.000000
32768,731152.242844,735281.724240,735281.724240,735281.992189,735281.992189,735281.877678,17241.000000,16832.000000,16832.000000,16832.000000,16832.000000,16832.000000
16,684853.192155,687808.523039,687808.523039,687808.523039,687808.523039,687808.523039,14039.000000,11852.000000,11852.000000,11852.000000,11852.000000,11852.000000
8,588823.668545,588823.668545,588823.668545,588823.668545,588823.668545,588823.668545,9931.000000,9931.000000,9931.000000,9931.000000,9931.000000,9931.000000
64,740649.361087,743705.288370,743705.288370,743705.288370,743737.666031,743705.288370,14166.000000,12478.000000,12478.000000,12478.000000,12478.000000,12478.000000
4,615405.733392,617477.459717,617477.459717,617477.459717,617477.459717,617477.459717,13526.000000,10295.000000,10295.000000,10295.000000,10295.000000,10295.000000
65536,565353.989939,565349.519034,565316.953815,565316.953815,565316.953815,565316.953815,13010.000000,13010.000000,10157.000000,10157.000000,10157.000000,10157.000000
32,824981.039700,825805.128645,825805.128645,825820.272237,825820.272237,825805.128645,15411.000000,15411.000000,15411.000000,15411.000000,15411.000000,15411.000000
128,970503.459662,975986.384486,975986.384486,975986.384486,975986.384486,975986.384486,16771.000000,16771.000000,16771.000000,16771.000000,16771.000000,16771.000000
256,1038594.670732,1038594.670732,1038594.670732,1038594.670732,1038594.670732,1038594.670732,17036.000000,17036.000000,17036.000000,17036.000000,17036.000000,17036.000000
512,1140628.046843,1140713.001457,1140713.001457,1140713.001457,1140713.001457,1140713.001457,19585.000000,19585.000000,19585.000000,19585.000000,19585.000000,19585.000000
1024,1019869.056228,1024507.987806,1024507.987806,1024507.987806,1024507.987806,1024507.987806,18132.000000,18132.000000,18132.000000,18132.000000,18132.000000,18132.000000
2048,1590864.258683,1599336.179650,1599336.179650,1599336.179650,1599336.179650,1599336.179650,26466.000000,26466.000000,26466.000000,26466.000000,26466.000000,26466.000000
8192,1651307.971560,1671925.693494,1671925.693494,1671979.212657,1671965.232535,1643852.818502,26652.000000,26652.000000,26652.000000,26652.000000,26652.000000,86598.000000
16384,2215791.977690,2230088.227476,2230088.227476,2230088.227476,2230088.227476,2209545.584031,34695.000000,34695.000000,34695.000000,34695.000000,34695.000000,78385.000000
