frequency,Dynamic_BAL_njobs50_mode0_L2_norm_flow_time,Dynamic_BAL_njobs50_mode0_maximum_flow_time,Dynamic_BAL_njobs50_mode1_L2_norm_flow_time,Dynamic_BAL_njobs50_mode1_maximum_flow_time,Dynamic_BAL_njobs50_mode2_L2_norm_flow_time,Dynamic_BAL_njobs50_mode2_maximum_flow_time,Dynamic_BAL_njobs50_mode4_L2_norm_flow_time,Dynamic_BAL_njobs50_mode4_maximum_flow_time,Dynamic_BAL_njobs50_mode8_L2_norm_flow_time,Dynamic_BAL_njobs50_mode8_maximum_flow_time,Dynamic_BAL_njobs50_mode16_L2_norm_flow_time,Dynamic_BAL_njobs50_mode16_maximum_flow_time
65536,282989.539906,10553.000000,282995.987420,10553.000000,282991.872798,10553.000000,282991.887209,10553.000000,282989.539906,10553.000000,282989.539906,10553.000000
4,393891.699953,6994.000000,393905.288382,6994.000000,393893.676824,6994.000000,393891.699953,6994.000000,393891.699953,6994.000000,393891.699953,6994.000000
8192,586411.313796,11963.000000,585241.741511,12123.000000,586204.076107,11963.000000,586411.313796,11963.000000,586411.313796,11963.000000,586411.313796,11963.000000
32,169765.822785,4189.000000,169827.399742,4189.000000,169765.822785,4189.000000,169765.822785,4189.000000,169765.822785,4189.000000,169765.822785,4189.000000
2,485318.281089,8024.000000,485346.892547,9479.000000,485333.168957,9479.000000,485318.281089,8024.000000,485318.281089,8024.000000,485318.281089,8024.000000
8,490627.791118,7483.000000,490541.368392,7872.000000,490627.791118,7483.000000,490627.791118,7483.000000,490627.791118,7483.000000,490627.791118,7483.000000
128,856195.624869,12615.000000,855985.114694,12615.000000,856195.624869,12615.000000,856195.624869,12615.000000,856195.624869,12615.000000,856195.624869,12615.000000
16,541833.474521,9063.000000,541833.595836,9063.000000,541833.474521,9063.000000,541833.474521,9063.000000,541833.474521,9063.000000,541833.474521,9063.000000
4096,639811.470380,13798.000000,640021.098908,13798.000000,639876.215947,13798.000000,639811.470380,13798.000000,639811.470380,13798.000000,639811.470380,13798.000000
64,1086802.570020,16720.000000,1084438.856495,16720.000000,1086802.570020,16720.000000,1086802.570020,16720.000000,1086802.570020,16720.000000,1086802.570020,16720.000000
2048,883667.597159,18056.000000,882743.844440,18056.000000,883667.597159,18056.000000,883667.597159,18056.000000,883667.597159,18056.000000,883667.597159,18056.000000
16384,1634297.615068,31479.000000,1632765.332925,31479.000000,1634297.615068,31479.000000,1634297.615068,31479.000000,1634297.615068,31479.000000,1634297.615068,31479.000000
256,1197579.017727,17857.000000,1195260.272986,17857.000000,1197579.017727,17857.000000,1197579.017727,17857.000000,1197579.017727,17857.000000,1197579.017727,17857.000000
512,1300991.744274,21155.000000,1296305.187576,21155.000000,1300991.744274,21155.000000,1300991.744274,21155.000000,1300991.744274,21155.000000,1300991.744274,21155.000000
1024,1365893.289895,22128.000000,1365787.788562,22128.000000,1365893.289895,22128.000000,1365893.289895,22128.000000,1365893.289895,22128.000000,1365893.289895,22128.000000
32768,2620111.995867,47497.000000,2619422.639723,47497.000000,2620112.059450,47497.000000,2620111.995867,47497.000000,2620111.995867,47497.000000,2620111.995867,47497.000000
