frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
2,177414.665983,177414.665983,177414.665983,177414.665983,177414.665983,177414.665983
32768,1142611.852163,1142611.852163,1142611.852163,1142611.852163,1142611.852163,1142611.852163
16,363417.554372,363417.554372,363417.554372,363417.554372,363417.554372,363417.554372
32,411712.212645,411712.212645,411712.212645,411712.212645,411712.212645,411712.212645
256,446463.417042,446463.417042,446463.417042,446463.417042,446463.417042,446463.417042
4,416888.621085,416888.621085,416888.621085,416888.621085,416888.621085,416888.621085
8,614072.942648,614072.942648,614072.942648,614072.942648,614072.942648,614072.942648
1024,894075.513269,894247.913037,894247.913037,894247.913037,894247.913037,894247.913037
64,762571.417644,762571.417644,762571.417644,762571.417644,762571.417644,762571.417644
128,801158.593019,801158.593019,801158.593019,801158.593019,801158.593019,801158.593019
512,1449996.992187,1449996.992187,1449996.992187,1449996.992187,1449996.992187,1449996.992187
2048,1766730.687592,1766730.687592,1766730.687592,1766730.687592,1766730.687592,1766730.687592
4096,2069908.045780,2069908.045780,2069908.045780,2069908.045780,2069908.045780,2069908.045780
8192,2527963.082756,2527963.082756,2527963.082756,2527963.082756,2527963.082756,2527963.082756
16384,3033482.884010,3033482.884010,3033482.884010,3033482.884010,3033482.884010,3033482.884010
65536,4648974.797695,4648974.797695,4648974.797695,4648974.797695,4648974.797695,4648974.797695
