arrival_rate,bp_L,bp_H,FCFS_percentage,SRPT_percentage,total_rounds
40.00,30.00,15.00,83.25,16.75,400
34.00,30.00,15.00,97.25,2.75,400
40.00,30.00,12.00,92.50,7.50,400
40.00,30.00,18.00,73.50,26.50,400
34.00,30.00,12.00,98.50,1.50,400
22.00,5.65,4096.00,0.25,99.75,400
38.00,4.64,32768.00,0.25,99.75,400
40.00,16.77,64.00,94.00,6.00,400
40.00,30.00,9.00,98.00,2.00,400
22.00,4.64,32768.00,0.50,99.50,400
40.00,4.07,262144.00,0.00,100.00,400
38.00,7.92,512.00,0.25,99.75,400
38.00,30.00,12.00,96.50,3.50,400
40.00,30.00,6.00,99.75,0.25,400
36.00,30.00,18.00,84.50,15.50,400
34.00,30.00,9.00,99.50,0.50,400
22.00,4.07,262144.00,0.00,100.00,400
32.00,16.77,64.00,99.00,1.00,400
32.00,30.00,6.00,99.75,0.25,400
36.00,30.00,6.00,99.75,0.25,400
36.00,30.00,9.00,98.75,1.25,400
38.00,30.00,15.00,90.00,10.00,400
40.00,4.64,32768.00,0.25,99.75,400
38.00,5.65,4096.00,0.25,99.75,400
32.00,30.00,9.00,99.75,0.25,400
30.00,16.77,64.00,99.75,0.25,400
32.00,4.07,262144.00,0.25,99.75,400
30.00,30.00,9.00,99.75,0.25,400
34.00,16.77,64.00,99.75,0.25,400
20.00,5.65,4096.00,0.00,100.00,400
30.00,4.64,32768.00,0.25,99.75,400
32.00,4.64,32768.00,0.00,100.00,400
34.00,4.07,262144.00,0.00,100.00,400
34.00,5.65,4096.00,0.00,100.00,400
32.00,7.92,512.00,0.50,99.50,400
36.00,4.07,262144.00,0.75,99.25,400
20.00,4.64,32768.00,0.50,99.50,400
32.00,5.65,4096.00,0.50,99.50,400
30.00,5.65,4096.00,0.50,99.50,400
40.00,7.92,512.00,0.00,100.00,400
36.00,7.92,512.00,1.25,98.75,400
30.00,7.92,512.00,0.25,99.75,400
40.00,5.65,4096.00,1.75,98.25,400
28.00,4.64,32768.00,0.00,100.00,400
26.00,4.07,262144.00,0.00,100.00,400
30.00,30.00,18.00,94.75,5.25,400
24.00,4.64,32768.00,0.25,99.75,400
24.00,5.65,4096.00,0.00,100.00,400
28.00,30.00,9.00,99.75,0.25,400
22.00,7.92,512.00,0.75,99.25,400
30.00,30.00,6.00,99.75,0.25,400
28.00,16.77,64.00,99.75,0.25,400
36.00,4.64,32768.00,0.00,100.00,400
32.00,30.00,18.00,88.25,11.75,400
32.00,30.00,15.00,96.50,3.50,400
26.00,16.77,64.00,99.50,0.50,400
26.00,30.00,15.00,99.50,0.50,400
38.00,16.77,64.00,97.25,2.75,400
20.00,7.92,512.00,0.50,99.50,400
36.00,30.00,15.00,93.25,6.75,400
32.00,30.00,12.00,99.00,1.00,400
24.00,7.92,512.00,0.50,99.50,400
26.00,30.00,6.00,99.75,0.25,400
24.00,30.00,15.00,99.00,1.00,400
24.00,16.77,64.00,99.75,0.25,400
24.00,30.00,18.00,95.50,4.50,400
24.00,30.00,6.00,99.75,0.25,400
38.00,30.00,18.00,84.50,15.50,400
26.00,30.00,9.00,99.75,0.25,400
38.00,30.00,6.00,99.75,0.25,400
24.00,30.00,12.00,99.75,0.25,400
34.00,30.00,6.00,99.50,0.50,400
36.00,5.65,4096.00,0.75,99.25,400
38.00,4.07,262144.00,0.25,99.75,400
30.00,30.00,15.00,96.75,3.25,400
34.00,7.92,512.00,0.25,99.75,400
28.00,4.07,262144.00,1.50,98.50,400
20.00,30.00,15.00,93.50,6.50,400
20.00,30.00,18.00,72.25,27.75,400
22.00,30.00,12.00,99.75,0.25,400
22.00,16.77,64.00,98.75,1.25,400
20.00,16.77,64.00,97.50,2.50,400
22.00,30.00,15.00,99.50,0.50,400
22.00,30.00,9.00,99.75,0.25,400
22.00,30.00,6.00,99.75,0.25,400
22.00,30.00,18.00,93.50,6.50,400
36.00,30.00,12.00,97.50,2.50,400
20.00,30.00,12.00,99.25,0.75,400
20.00,30.00,6.00,99.75,0.25,400
20.00,30.00,9.00,99.75,0.25,400
28.00,7.92,512.00,0.75,99.25,400
34.00,4.64,32768.00,0.25,99.75,400
26.00,4.64,32768.00,0.25,99.75,400
26.00,5.65,4096.00,0.25,99.75,400
28.00,30.00,6.00,99.75,0.25,400
36.00,16.77,64.00,96.00,4.00,400
38.00,30.00,9.00,99.75,0.25,400
26.00,30.00,18.00,96.00,4.00,400
34.00,30.00,18.00,87.50,12.50,400
28.00,30.00,15.00,98.50,1.50,400
20.00,4.07,262144.00,0.00,100.00,400
30.00,30.00,12.00,99.25,0.75,400
24.00,4.07,262144.00,0.25,99.75,400
28.00,30.00,18.00,97.00,3.00,400
30.00,4.07,262144.00,0.75,99.25,400
26.00,7.92,512.00,0.50,99.50,400
28.00,30.00,12.00,99.50,0.50,400
28.00,5.65,4096.00,0.00,100.00,400
24.00,30.00,9.00,99.75,0.25,400
26.00,30.00,12.00,99.75,0.25,400
