arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
38.00,30.00,6.00,99.50,0.50,200
28.00,4.07,262144.00,0.00,100.00,200
40.00,30.00,9.00,99.50,0.50,200
36.00,30.00,18.00,98.50,1.50,200
36.00,5.65,4096.00,0.00,100.00,200
36.00,30.00,6.00,99.50,0.50,200
34.00,30.00,15.00,99.50,0.50,200
40.00,16.77,64.00,99.50,0.50,200
36.00,30.00,9.00,99.50,0.50,200
34.00,7.92,512.00,0.00,100.00,200
36.00,30.00,12.00,99.50,0.50,200
36.00,7.92,512.00,0.00,100.00,200
34.00,30.00,12.00,99.50,0.50,200
28.00,5.65,4096.00,0.00,100.00,200
26.00,4.64,32768.00,0.00,100.00,200
28.00,4.64,32768.00,0.00,100.00,200
32.00,16.77,64.00,99.50,0.50,200
34.00,16.77,64.00,99.50,0.50,200
32.00,4.64,32768.00,0.00,100.00,200
34.00,4.07,262144.00,0.00,100.00,200
30.00,30.00,12.00,99.50,0.50,200
32.00,30.00,12.00,99.50,0.50,200
32.00,30.00,9.00,99.50,0.50,200
30.00,30.00,6.00,99.50,0.50,200
30.00,30.00,18.00,99.50,0.50,200
32.00,4.07,262144.00,0.00,100.00,200
22.00,4.64,32768.00,0.00,100.00,200
22.00,7.92,512.00,0.00,100.00,200
28.00,30.00,9.00,99.50,0.50,200
34.00,30.00,9.00,99.50,0.50,200
34.00,4.64,32768.00,0.00,100.00,200
26.00,4.07,262144.00,0.00,100.00,200
24.00,30.00,9.00,99.50,0.50,200
26.00,30.00,6.00,99.50,0.50,200
40.00,30.00,18.00,98.00,2.00,200
22.00,5.65,4096.00,0.00,100.00,200
38.00,30.00,12.00,99.50,0.50,200
38.00,30.00,15.00,99.50,0.50,200
40.00,30.00,12.00,99.50,0.50,200
40.00,4.64,32768.00,0.00,100.00,200
36.00,30.00,15.00,99.00,1.00,200
24.00,30.00,15.00,99.50,0.50,200
38.00,5.65,4096.00,0.00,100.00,200
38.00,30.00,18.00,98.00,2.00,200
34.00,5.65,4096.00,0.00,100.00,200
40.00,5.65,4096.00,0.00,100.00,200
34.00,30.00,6.00,99.50,0.50,200
20.00,7.92,512.00,0.00,100.00,200
32.00,30.00,15.00,99.50,0.50,200
36.00,16.77,64.00,99.50,0.50,200
34.00,30.00,18.00,99.50,0.50,200
40.00,7.92,512.00,0.00,100.00,200
40.00,4.07,262144.00,0.00,100.00,200
36.00,4.07,262144.00,0.00,100.00,200
38.00,30.00,9.00,99.50,0.50,200
38.00,16.77,64.00,99.50,0.50,200
30.00,4.64,32768.00,0.00,100.00,200
38.00,7.92,512.00,0.00,100.00,200
20.00,4.07,262144.00,0.00,100.00,200
32.00,30.00,18.00,99.50,0.50,200
32.00,30.00,6.00,99.50,0.50,200
30.00,4.07,262144.00,0.00,100.00,200
22.00,16.77,64.00,99.50,0.50,200
20.00,16.77,64.00,99.50,0.50,200
24.00,5.65,4096.00,0.00,100.00,200
30.00,30.00,15.00,99.50,0.50,200
40.00,30.00,15.00,99.50,0.50,200
22.00,4.07,262144.00,0.00,100.00,200
24.00,4.64,32768.00,0.00,100.00,200
30.00,7.92,512.00,0.00,100.00,200
38.00,4.07,262144.00,0.00,100.00,200
24.00,7.92,512.00,0.00,100.00,200
30.00,5.65,4096.00,0.00,100.00,200
28.00,30.00,12.00,99.50,0.50,200
28.00,7.92,512.00,2.50,97.50,200
28.00,30.00,6.00,99.50,0.50,200
26.00,16.77,64.00,99.50,0.50,200
24.00,30.00,12.00,99.50,0.50,200
40.00,30.00,6.00,99.50,0.50,200
38.00,4.64,32768.00,0.00,100.00,200
36.00,4.64,32768.00,0.00,100.00,200
20.00,5.65,4096.00,0.00,100.00,200
32.00,7.92,512.00,0.50,99.50,200
26.00,5.65,4096.00,0.00,100.00,200
22.00,30.00,18.00,99.50,0.50,200
22.00,30.00,6.00,99.50,0.50,200
28.00,30.00,15.00,99.50,0.50,200
30.00,16.77,64.00,99.50,0.50,200
28.00,30.00,18.00,99.50,0.50,200
24.00,30.00,6.00,99.50,0.50,200
30.00,30.00,9.00,99.50,0.50,200
26.00,7.92,512.00,1.00,99.00,200
22.00,30.00,15.00,99.50,0.50,200
20.00,4.64,32768.00,0.00,100.00,200
26.00,30.00,12.00,99.50,0.50,200
32.00,5.65,4096.00,0.00,100.00,200
28.00,16.77,64.00,99.50,0.50,200
20.00,30.00,12.00,99.50,0.50,200
26.00,30.00,15.00,99.50,0.50,200
24.00,4.07,262144.00,0.00,100.00,200
20.00,30.00,18.00,99.50,0.50,200
20.00,30.00,9.00,99.50,0.50,200
26.00,30.00,18.00,99.50,0.50,200
26.00,30.00,9.00,99.50,0.50,200
22.00,30.00,9.00,99.50,0.50,200
20.00,30.00,15.00,99.00,1.00,200
22.00,30.00,12.00,99.50,0.50,200
24.00,16.77,64.00,99.50,0.50,200
24.00,30.00,18.00,99.50,0.50,200
20.00,30.00,6.00,99.50,0.50,200
