frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode3_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode5_maximum_flow_time,Dynamic_BAL_njobs100_mode6_maximum_flow_time
8192,573522.298767,575619.850736,581399.960258,581503.741761,581581.283451,581399.960258,24357.000000,24357.000000,13793.000000,13793.000000,13793.000000,13793.000000
256,860312.002283,862911.132139,862911.132139,862911.132139,862928.138028,862911.132139,16771.000000,16771.000000,16771.000000,16771.000000,16771.000000,16771.000000
16384,1168943.763582,1176433.113851,1188949.916247,1188949.916247,1188949.916247,1142761.237511,26516.000000,26516.000000,26516.000000,26516.000000,26516.000000,47996.000000
32768,1325064.455112,1381210.524242,1382228.788065,1382228.838331,1382228.838331,1304281.608201,31873.000000,31873.000000,31873.000000,31873.000000,31873.000000,76443.000000
4096,999244.444437,1002587.656793,1002587.656793,1002587.656793,1002587.656793,1002587.656793,20008.000000,20008.000000,20008.000000,20008.000000,20008.000000,20008.000000
512,936184.195216,938886.388295,938886.388295,938886.388295,938886.388295,938886.388295,17227.000000,17227.000000,17227.000000,17227.000000,17227.000000,17227.000000
2,962981.096851,962981.096851,962981.096851,962981.096851,962981.096851,962981.096851,14038.000000,14038.000000,14038.000000,14038.000000,14038.000000,14038.000000
4,861573.786124,864209.678619,864209.678619,864209.678619,864209.678619,864209.678619,13653.000000,13653.000000,13653.000000,13653.000000,13653.000000,13653.000000
2048,948638.114616,962905.138461,962930.279364,962967.370355,962967.370355,962930.279364,17068.000000,17045.000000,17045.000000,17045.000000,17045.000000,17045.000000
16,940700.271800,947949.845570,947949.845570,947949.845570,947949.845570,947949.845570,18606.000000,16506.000000,16506.000000,16506.000000,16506.000000,16506.000000
32,853998.459871,856334.011378,856334.011378,856334.011378,856334.011378,856334.011378,12794.000000,12794.000000,12794.000000,12794.000000,12794.000000,12794.000000
64,1045013.798199,1046046.152378,1046046.152378,1046046.152378,1046046.152378,1046046.152378,14954.000000,14954.000000,14954.000000,14954.000000,14954.000000,14954.000000
8,1080403.216458,1080403.216458,1080414.157802,1080403.216458,1080403.216458,1080414.157802,18481.000000,18481.000000,18481.000000,18481.000000,18481.000000,18481.000000
128,1253967.139776,1264005.805482,1264005.805482,1264005.805482,1264005.805482,1264005.805482,21600.000000,21086.000000,21086.000000,21086.000000,21086.000000,21086.000000
1024,1179736.751537,1185899.499862,1185899.499862,1185899.499862,1185899.499862,1185899.499862,20340.000000,19604.000000,19604.000000,19604.000000,19604.000000,19604.000000
65536,2840017.681277,2840014.352462,2840014.352462,2840014.352462,2840014.352462,2799858.136957,43669.000000,43669.000000,43669.000000,43669.000000,43669.000000,70912.000000
