arrival_rate,bp_L,bp_H,FCFS_percentage,SRPT_percentage,total_rounds
36.00,13.00,262144,0.00,100.00,100
32.00,13.00,262144,0.00,100.00,100
36.00,15.30,32768,0.00,100.00,100
26.00,13.00,262144,0.00,100.00,100
40.00,13.00,262144,0.00,100.00,100
38.00,15.30,32768,0.00,100.00,100
28.00,13.00,262144,0.00,100.00,100
34.00,13.00,262144,0.00,100.00,100
30.00,13.00,262144,0.00,100.00,100
40.00,19.70,4096,0.00,100.00,100
38.00,13.00,262144,0.00,100.00,100
32.00,15.30,32768,0.00,100.00,100
34.00,19.70,4096,0.00,100.00,100
40.00,15.30,32768,0.00,100.00,100
20.00,15.30,32768,0.00,100.00,100
26.00,15.30,32768,0.00,100.00,100
28.00,15.30,32768,0.00,100.00,100
36.00,19.70,4096,0.00,100.00,100
22.00,15.30,32768,0.00,100.00,100
22.00,13.00,262144,0.00,100.00,100
34.00,90.00,36,5.00,95.00,100
40.00,32.30,512,0.00,100.00,100
24.00,13.00,262144,0.00,100.00,100
34.00,15.30,32768,0.00,100.00,100
24.00,15.30,32768,0.00,100.00,100
30.00,15.30,32768,0.00,100.00,100
38.00,19.70,4096,0.00,100.00,100
32.00,19.70,4096,0.00,100.00,100
32.00,90.00,18,98.00,2.00,100
40.00,90.00,36,91.00,9.00,100
38.00,90.00,18,99.00,1.00,100
32.00,32.30,512,0.00,100.00,100
20.00,13.00,262144,0.00,100.00,100
30.00,19.70,4096,0.00,100.00,100
38.00,32.30,512,0.00,100.00,100
24.00,19.70,4096,0.00,100.00,100
22.00,19.70,4096,0.00,100.00,100
32.00,90.00,36,1.00,99.00,100
28.00,19.70,4096,0.00,100.00,100
26.00,19.70,4096,0.00,100.00,100
34.00,32.30,512,0.00,100.00,100
36.00,90.00,36,15.00,85.00,100
36.00,90.00,27,96.00,4.00,100
40.00,90.00,27,99.00,1.00,100
38.00,90.00,36,31.00,69.00,100
40.00,90.00,18,99.00,1.00,100
28.00,90.00,36,0.00,100.00,100
28.00,32.30,512,0.00,100.00,100
36.00,32.30,512,0.00,100.00,100
20.00,19.70,4096,0.00,100.00,100
26.00,90.00,18,96.00,4.00,100
26.00,32.30,512,0.00,100.00,100
38.00,90.00,27,96.00,4.00,100
26.00,90.00,27,0.00,100.00,100
30.00,90.00,27,7.00,93.00,100
24.00,32.30,512,0.00,100.00,100
20.00,32.30,512,0.00,100.00,100
28.00,90.00,18,98.00,2.00,100
20.00,90.00,27,0.00,100.00,100
36.00,90.00,18,99.00,1.00,100
30.00,32.30,512,0.00,100.00,100
30.00,90.00,36,0.00,100.00,100
22.00,90.00,36,0.00,100.00,100
34.00,90.00,18,99.00,1.00,100
24.00,90.00,18,89.00,11.00,100
34.00,90.00,27,93.00,7.00,100
30.00,90.00,18,99.00,1.00,100
20.00,90.00,18,1.00,99.00,100
20.00,90.00,36,0.00,100.00,100
22.00,32.30,512,0.00,100.00,100
28.00,90.00,27,1.00,99.00,100
24.00,90.00,27,0.00,100.00,100
32.00,90.00,27,67.00,33.00,100
26.00,90.00,36,0.00,100.00,100
22.00,90.00,27,0.00,100.00,100
24.00,90.00,36,0.00,100.00,100
22.00,90.00,18,4.00,96.00,100
